,SKU,Produto,Quantidade Vendida,Primeiro Nome,Sobrenome,Data,Loja,Preco Unitario,Unnamed: 8
441,HL4379,Televisão,2,David,Assumpção,10/25/2018,Goiás,2500,
447,HL4379,Televisão,5,Camilla,Cardeman,11/20/2018,Goiás,2500,
450,HL4379,Televisão,1,Julie,Ferreira,4/19/2018,Goiás,2500,
479,HL8851,Notebook,5,Myllena,Carneiro,4/4/2018,Goiás,3500,
498,HL1918,iPhone,1,Izabel,Miura,5/12/2018,Goiás,5300,
504,HL1918,iPhone,5,Rojane,Lima,9/24/2018,Goiás,5300,
512,HL1918,iPhone,4,Luiza,Procaci,4/19/2018,Goiás,5300,
525,HL8851,Notebook,1,Lucas,Neto,5/2/2018,Goiás,3500,
541,HL9962,Android,3,Beatriz,Li,9/20/2018,Goiás,3400,
556,HL8851,Notebook,5,Arthur,Pereira,4/13/2018,Goiás,3500,
560,HL4379,Televisão,2,Mateus,Maia,7/9/2018,Goiás,2500,
572,HL2714,Tablet,5,Thaís,Ribeiro,10/29/2018,Goiás,1600,
588,HL1918,iPhone,3,Nicolas,Monteiro,12/14/2018,Goiás,5300,
597,HL4379,Televisão,1,Amanda,Braga,9/15/2018,Goiás,2500,
615,HL9962,Android,4,Carolina,Santos,6/11/2018,Goiás,3400,
636,HL1918,iPhone,1,Raíssa,Oros,12/31/2018,Goiás,5300,
637,HL7348,SmartWatch,5,Rodrigo,Bruno,2/9/2018,Goiás,1400,
655,HL4379,Televisão,1,Eduardo,Soares,10/31/2018,Goiás,2500,
668,HL1918,iPhone,2,Rebeca,Reis,9/12/2018,Goiás,5300,
670,HL4379,Televisão,5,Gabriel,Rubim,2/6/2018,Goiás,2500,
716,HL1148,Câmera,1,Diego,Rodrigues,10/17/2018,Goiás,2100,
728,HL7348,SmartWatch,3,Danilo,Rubim,3/21/2018,Goiás,1400,
754,HL9962,Android,5,Fabio,Boccaletti,11/22/2018,Goiás,3400,
755,HL1148,Câmera,1,Samara,Pinto,3/26/2018,Goiás,2100,
770,HL1918,iPhone,5,Desirée,Heimlich,11/6/2018,Goiás,5300,
774,HL9962,Android,2,Lucas,Freitas,10/28/2018,Goiás,3400,
776,HL4379,Televisão,1,Pedro,Macckione,9/19/2018,Goiás,2500,
786,HL9962,Android,2,Lunna,Vannier,12/22/2018,Goiás,3400,
805,HL9962,Android,4,João,Capitulo,11/14/2018,Goiás,3400,
810,HL4379,Televisão,4,Lucas,Rodrigues,7/7/2018,Goiás,2500,
826,HL4379,Televisão,1,João,Capitulo,11/16/2018,Goiás,2500,
829,HL1148,Câmera,1,Victor,Zakhm,11/15/2018,Goiás,2100,
841,HL4379,Televisão,5,Lucas,Neto,9/29/2018,Goiás,2500,
865,HL1918,iPhone,4,Gabriel,Rocha,3/19/2018,Goiás,5300,
884,HL4379,Televisão,5,Anna,Maia,8/13/2018,Goiás,2500,
892,HL1918,iPhone,5,Patrícia,Amaral,8/21/2018,Goiás,5300,
907,HL1918,iPhone,3,Helena,Chafin,5/25/2018,Goiás,5300,
920,HL4379,Televisão,5,Andre,Nóbrega,10/16/2018,Goiás,2500,
924,HL1148,Câmera,4,Bianca,Piero,10/11/2018,Goiás,2100,
939,HL1918,iPhone,4,Matheus,Ramos,12/4/2018,Goiás,5300,
951,HL4379,Televisão,1,Dykson,Silva,5/26/2018,Goiás,2500,
989,HL9962,Android,5,Rafaela,Rodrigues,9/4/2018,Goiás,3400,
1011,HL1148,Câmera,2,Amanda,Procaci,2/15/2018,Goiás,2100,
1034,HL1918,iPhone,2,Larissa,Jesus,3/21/2018,Goiás,5300,
1035,HL1918,iPhone,3,Carolina,Vasconcelos,3/3/2018,Goiás,5300,
1040,HL4379,Televisão,1,Bianca,Piero,2/12/2018,Goiás,2500,
1051,HL9962,Android,2,Andressa,Chou,1/4/2018,Goiás,3400,
1055,HL1918,iPhone,5,Anízio,Carvalho,12/5/2018,Goiás,5300,
1086,HL1918,iPhone,2,Lucas,Monte,6/6/2018,Goiás,5300,
1116,HL4379,Televisão,5,Victor,Magalhães,8/14/2018,Goiás,2500,
1142,HL4379,Televisão,4,Raul,Junqueira,2/3/2018,Goiás,2500,
1149,HL9962,Android,2,Karina,Camara,9/17/2018,Goiás,3400,
1150,HL1918,iPhone,5,Larissa,Vasconcellos,1/9/2018,Goiás,5300,
1163,HL1918,iPhone,1,Audir,Franco,2/25/2018,Goiás,5300,
1165,HL9962,Android,5,Thiago,Miura,11/21/2018,Goiás,3400,
1182,HL8851,Notebook,4,Adriana,Passos,10/11/2018,Goiás,3500,
1199,HL8851,Notebook,3,Lucas,Monte,11/27/2018,Goiás,3500,
1234,HL4379,Televisão,5,Roberta,Pimenta,4/13/2018,Goiás,2500,
1263,HL4379,Televisão,3,Henrique,Lencastre,7/17/2018,Goiás,2500,
1272,HL1148,Câmera,4,Guilherme,Lima,11/6/2018,Goiás,2100,
1299,HL8851,Notebook,4,Lívia,Tanaka,3/9/2018,Goiás,3500,
1309,HL7348,SmartWatch,2,Pedro,Costa,9/26/2018,Goiás,1400,
1328,HL4379,Televisão,2,Victor,Gomes,12/5/2018,Goiás,2500,
1335,HL2714,Tablet,4,Rilson,Guedes,1/2/2018,Goiás,1600,
1345,HL7348,SmartWatch,5,Pedro,Martins,6/22/2018,Goiás,1400,
1386,HL4379,Televisão,5,Caroline,Cavalcanti,12/10/2018,Goiás,2500,
1403,HL4379,Televisão,4,Gabriel,Brito,1/27/2018,Goiás,2500,
1407,HL4379,Televisão,1,Thomáz,Rodriguez,2/14/2018,Goiás,2500,
1416,HL8851,Notebook,4,Elena,Barreto,4/5/2018,Goiás,3500,
1419,HL1918,iPhone,2,Lorena,Carvalho,11/19/2018,Goiás,5300,
1435,HL8851,Notebook,4,Pedro,Macckione,5/19/2018,Goiás,3500,
1437,HL1918,iPhone,5,Carolina,Rachide,10/8/2018,Goiás,5300,
1448,HL7348,SmartWatch,3,Felipe,Paulo,4/22/2018,Goiás,1400,
1456,HL7348,SmartWatch,3,Lenon,Fernandes,7/8/2018,Goiás,1400,
1463,HL7348,SmartWatch,3,Eduardo,Pacheco,7/28/2018,Goiás,1400,
1464,HL4379,Televisão,4,Allan,Candido,9/18/2018,Goiás,2500,
1465,HL1918,iPhone,1,Daniel,Sousa,11/19/2018,Goiás,5300,
1469,HL4379,Televisão,3,Luiz,Campista,4/16/2018,Goiás,2500,
1492,HL1918,iPhone,3,Raíssa,Oliveira,3/11/2018,Goiás,5300,
1494,HL4379,Televisão,4,Rafael,Guimarães,8/19/2018,Goiás,2500,
1506,HL1918,iPhone,1,Jackson,Derossi,1/16/2018,Goiás,5300,
1508,HL4379,Televisão,1,Marina,Correa,8/29/2018,Goiás,2500,
1510,HL4379,Televisão,3,Maria,Junior,5/2/2018,Goiás,2500,
1539,HL2714,Tablet,5,Raissa,Sales,1/9/2018,Goiás,1600,
1543,HL7348,SmartWatch,3,Julia,Aliani,5/2/2018,Goiás,1400,
1556,HL1918,iPhone,5,Lívia,Marques,4/5/2018,Goiás,5300,
1574,HL1918,iPhone,1,Carlos,Mesquita,4/14/2018,Goiás,5300,
1579,HL9962,Android,3,Gabrielle,Costa,8/22/2018,Goiás,3400,
1598,HL9962,Android,3,Larissa,Jesus,12/20/2018,Goiás,3400,
1604,HL8851,Notebook,3,Bianca,Tatsch,7/6/2018,Goiás,3500,
1618,HL2714,Tablet,2,Raíssa,Oros,3/21/2018,Goiás,1600,
1644,HL1918,iPhone,4,Ana,Carvalho,12/30/2018,Goiás,5300,
1645,HL4379,Televisão,4,Nathan,Morelli,11/8/2018,Goiás,2500,
1647,HL2714,Tablet,4,Thiago,Costa,7/13/2018,Goiás,1600,
1655,HL1918,iPhone,2,Caroline,Cavalcanti,2/19/2018,Goiás,5300,
1690,HL1918,iPhone,3,Sarah,Souza,7/8/2018,Goiás,5300,
1733,HL2714,Tablet,5,Antônio,Soares,12/21/2018,Goiás,1600,
1734,HL1918,iPhone,2,Igor,Lima,8/31/2018,Goiás,5300,
1736,HL1918,iPhone,1,Paloma,Sperandei,12/2/2018,Goiás,5300,
1742,HL1918,iPhone,3,Raissa,Sales,4/26/2018,Goiás,5300,
1755,HL8851,Notebook,4,Wilson,Miranda,1/31/2018,Goiás,3500,
1767,HL1918,iPhone,4,Gabrielle,Wanderley,11/19/2018,Goiás,5300,
1772,HL1148,Câmera,1,Raissa,Maia,8/25/2018,Goiás,2100,
1779,HL1918,iPhone,4,Lucas,Wanderley,6/4/2018,Goiás,5300,
1780,HL7348,SmartWatch,4,Michelle,Miura,3/9/2018,Goiás,1400,
1796,HL4379,Televisão,2,Gabriela,Mello,11/10/2018,Goiás,2500,
1801,HL9962,Android,1,Isabel,Leite,11/10/2018,Goiás,3400,
1808,HL1918,iPhone,3,João,Monteiro,10/4/2018,Goiás,5300,
1816,HL8851,Notebook,2,Isabella,Santos,10/10/2018,Goiás,3500,
1820,HL1148,Câmera,2,Miguel,Carneiro,10/5/2018,Goiás,2100,
1823,HL9962,Android,3,Marina,Miranda,1/22/2018,Goiás,3400,
1844,HL1918,iPhone,2,Isabella,Montanholi,4/5/2018,Goiás,5300,
1859,HL1918,iPhone,5,Manuela,Ferreira,1/21/2018,Goiás,5300,
1862,HL2714,Tablet,5,Ana,Felippe,3/4/2018,Goiás,1600,
1866,HL1918,iPhone,2,Maria,Gasperi,3/29/2018,Goiás,5300,
1868,HL1918,iPhone,3,Cézar,Santos,2/10/2018,Goiás,5300,
1870,HL4379,Televisão,4,Paula,Cavalcanti,11/30/2018,Goiás,2500,
1879,HL4379,Televisão,3,Lucas,Machado,1/5/2018,Goiás,2500,
1882,HL4379,Televisão,1,Raul,Junqueira,1/20/2018,Goiás,2500,
1890,HL4379,Televisão,3,José,Fonseca,1/29/2018,Goiás,2500,
1974,HL1918,iPhone,5,Cézar,Santos,3/19/2018,Goiás,5300,
1979,HL7348,SmartWatch,3,Hygor,Essaber,9/13/2018,Goiás,1400,
2018,HL7348,SmartWatch,1,Norman,Jimbo,12/25/2018,Goiás,1400,
2040,HL4379,Televisão,3,Isabella,Rodrigues,5/13/2018,Goiás,2500,
2064,HL4379,Televisão,5,Arthur,Fernandes,6/9/2018,Goiás,2500,
2117,HL9962,Android,3,Vanessa,Neves,3/21/2018,Goiás,3400,
2156,HL1918,iPhone,3,Cícero,Lima,9/22/2018,Goiás,5300,
2162,HL4379,Televisão,3,Luíza,Garcia,3/15/2018,Goiás,2500,
2165,HL8851,Notebook,2,Rebeca,Manhães,4/23/2018,Goiás,3500,
2179,HL9962,Android,5,Carlos,Melo,4/8/2018,Goiás,3400,
2182,HL1918,iPhone,5,Rafaela,Rodrigues,5/1/2018,Goiás,5300,
2192,HL1918,iPhone,2,Guilherme,Lima,11/15/2018,Goiás,5300,
2195,HL1918,iPhone,2,Daniel,Nauenberg,2/21/2018,Goiás,5300,
2207,HL1918,iPhone,3,João,Castilho,11/30/2018,Goiás,5300,
2217,HL4379,Televisão,1,Letícia,Rodrigues,9/12/2018,Goiás,2500,
2232,HL2714,Tablet,2,Leonardo,Faria,12/3/2018,Goiás,1600,
2242,HL2714,Tablet,4,Katharina,Barros,3/4/2018,Goiás,1600,
2246,HL2714,Tablet,4,Antonio,Manhães,7/10/2018,Goiás,1600,
2248,HL1918,iPhone,5,Thais,Rodrigues,2/3/2018,Goiás,5300,
2256,HL4379,Televisão,1,Adriane,Gomes,6/30/2018,Goiás,2500,
2262,HL4379,Televisão,5,Rafael,Wajnsztok,5/20/2018,Goiás,2500,
2277,HL8851,Notebook,4,Camilla,Cardeman,3/28/2018,Goiás,3500,
2286,HL4379,Televisão,4,Leonardo,Ferreira,8/29/2018,Goiás,2500,
2297,HL1918,iPhone,2,Marina,Marins,9/27/2018,Goiás,5300,
2303,HL9962,Android,2,Bianca,Allevato,8/25/2018,Goiás,3400,
2307,HL2714,Tablet,3,Julia,Figueiredo,3/10/2018,Goiás,1600,
2351,HL1918,iPhone,4,Juliana,Souza,9/2/2018,Goiás,5300,
2394,HL4379,Televisão,1,Helena,Chafin,12/25/2018,Goiás,2500,
2396,HL9962,Android,2,Anderson,Cavalcanti,9/29/2018,Goiás,3400,
2428,HL2714,Tablet,1,Rafaela,Ferreira,1/26/2018,Goiás,1600,
2429,HL9962,Android,4,Ananda,Dias,10/8/2018,Goiás,3400,
2456,HL7348,SmartWatch,5,Lucas,Almeida,12/22/2018,Goiás,1400,
2469,HL1918,iPhone,4,Julia,Teixeira,12/31/2018,Goiás,5300,
2486,HL1918,iPhone,3,Luíza,Melo,7/3/2018,Goiás,5300,
2535,HL1148,Câmera,3,João,Araujo,5/10/2018,Goiás,2100,
2541,HL1148,Câmera,4,Bruna,Gomes,7/22/2018,Goiás,2100,
2557,HL1918,iPhone,5,Daniela,Andrada,4/26/2018,Goiás,5300,
2582,HL1148,Câmera,1,Adrielle,Forte,5/20/2018,Goiás,2100,
2611,HL1918,iPhone,4,Thais,Rodrigues,9/25/2018,Goiás,5300,
2614,HL4379,Televisão,2,Elena,Barreto,5/21/2018,Goiás,2500,
2632,HL8851,Notebook,3,Marina,Marins,6/1/2018,Goiás,3500,
2634,HL1918,iPhone,5,Luiz,Campista,8/8/2018,Goiás,5300,
2653,HL1918,iPhone,4,João,Pedrazza,11/2/2018,Goiás,5300,
2672,HL1148,Câmera,4,Deysiane,Medronho,1/19/2018,Goiás,2100,
2695,HL1918,iPhone,5,Kimberly,Sad,9/30/2018,Goiás,5300,
2710,HL1918,iPhone,1,Arthur,Fernandes,8/5/2018,Goiás,5300,
2713,HL7348,SmartWatch,1,Isabel,Leite,9/3/2018,Goiás,1400,
2720,HL2714,Tablet,5,Juan,Fernandes,2/6/2018,Goiás,1600,
2721,HL9962,Android,4,João,Ribeiro,1/21/2018,Goiás,3400,
2735,HL8851,Notebook,4,Hércules,Moreira,12/22/2018,Goiás,3500,
2760,HL9962,Android,1,Victor,Ferreira,11/12/2018,Goiás,3400,
2775,HL9962,Android,2,Silvio,Fahrnholz,12/10/2018,Goiás,3400,
2779,HL9962,Android,5,Larissa,Jesus,1/11/2018,Goiás,3400,
2793,HL2714,Tablet,1,Henrique,Oliveira,9/9/2018,Goiás,1600,
2809,HL1148,Câmera,3,José,Jesus,6/20/2018,Goiás,2100,
2823,HL1918,iPhone,3,Isabella,Rodrigues,11/13/2018,Goiás,5300,
2835,HL1148,Câmera,3,Gabriel,Pereira,2/3/2018,Goiás,2100,
2855,HL1148,Câmera,2,Fillipe,Almeida,6/1/2018,Goiás,2100,
2862,HL7348,SmartWatch,1,Sandy,Moreira,6/9/2018,Goiás,1400,
2869,HL2714,Tablet,1,Fillipe,Almeida,10/3/2018,Goiás,1600,
2912,HL1918,iPhone,5,Luiz,Limp,10/13/2018,Goiás,5300,
2920,HL4379,Televisão,5,Daniel,Araujo,3/13/2018,Goiás,2500,
2932,HL4379,Televisão,5,Alexandre,Rodriguez,5/20/2018,Goiás,2500,
2942,HL1918,iPhone,3,Carolina,Silva,5/6/2018,Goiás,5300,
2962,HL9962,Android,1,Priscila,Garcia,7/29/2018,Goiás,3400,
2967,HL7348,SmartWatch,3,Guilherme,Seixas,1/11/2018,Goiás,1400,
2968,HL8851,Notebook,3,Arthur,Fernandes,9/9/2018,Goiás,3500,
2970,HL1918,iPhone,3,Mateus,Polastri,10/7/2018,Goiás,5300,
2985,HL1918,iPhone,3,Nicolas,Monteiro,5/10/2018,Goiás,5300,
2986,HL9962,Android,1,Lucas,Villanova,1/30/2018,Goiás,3400,
2992,HL1918,iPhone,4,Mateus,Duque,6/9/2018,Goiás,5300,
2995,HL1918,iPhone,4,Raphael,Machado,5/10/2018,Goiás,5300,
2999,HL1918,iPhone,1,Bruno,Mota,9/18/2018,Goiás,5300,
3011,HL4379,Televisão,2,Amanda,Machado,11/23/2018,Goiás,2500,
3033,HL2714,Tablet,2,Carlos,Barbosa,8/4/2018,Goiás,1600,
3055,HL4379,Televisão,3,Leandro,Rodrigues,4/21/2018,Goiás,2500,
3056,HL4379,Televisão,2,Roberto,Mattos,5/24/2018,Goiás,2500,
3078,HL4379,Televisão,3,Livia,Codeceira,11/7/2018,Goiás,2500,
3083,HL1918,iPhone,3,Danilo,Rubim,11/28/2018,Goiás,5300,
3111,HL9962,Android,3,Cícero,Lima,11/6/2018,Goiás,3400,
3114,HL1918,iPhone,5,Bruno,Silva,9/15/2018,Goiás,5300,
3139,HL1918,iPhone,1,João,Alves,2/9/2018,Goiás,5300,
3146,HL1918,iPhone,2,Cícero,Lima,12/18/2018,Goiás,5300,
3155,HL1918,iPhone,5,Mariana,Freire,6/24/2018,Goiás,5300,
3157,HL1918,iPhone,3,Kim,Ferreira,12/7/2018,Goiás,5300,
3166,HL1918,iPhone,1,Gabriel,Puntel,6/29/2018,Goiás,5300,
3170,HL1918,iPhone,2,Julia,Silva,5/24/2018,Goiás,5300,
3179,HL4379,Televisão,1,Julia,Leig,12/17/2018,Goiás,2500,
3202,HL1918,iPhone,3,Carlos,Melo,11/14/2018,Goiás,5300,
3204,HL1918,iPhone,3,Bruno,Mota,4/7/2018,Goiás,5300,
3220,HL1918,iPhone,3,Eduardo,Veiga,7/30/2018,Goiás,5300,
3233,HL4379,Televisão,4,Gabriel,Soares,3/2/2018,Goiás,2500,
3282,HL4379,Televisão,2,Eric,Júnior,10/9/2018,Goiás,2500,
3284,HL1918,iPhone,2,Matheus,Gomes,8/10/2018,Goiás,5300,
3285,HL8851,Notebook,4,Luísa,Fonseca,7/25/2018,Goiás,3500,
3291,HL8851,Notebook,4,Guilherme,Lima,2/13/2018,Goiás,3500,
3298,HL4379,Televisão,2,Livia,Corrêa,7/10/2018,Goiás,2500,
3312,HL1918,iPhone,4,Gabriel,Assis,9/16/2018,Goiás,5300,
3334,HL2714,Tablet,1,Ana,Carvalho,2/2/2018,Goiás,1600,
3336,HL9962,Android,2,Sandy,Figueiredo,3/7/2018,Goiás,3400,
3343,HL9962,Android,2,Carlos,Melo,2/22/2018,Goiás,3400,
3352,HL1148,Câmera,3,Adriano,Silva,8/1/2018,Goiás,2100,
3356,HL1918,iPhone,2,Bruno,Oliveira,2/6/2018,Goiás,5300,
3408,HL7348,SmartWatch,5,João,Monteiro,11/26/2018,Goiás,1400,
3424,HL7348,SmartWatch,4,Fernanda,Figueiredo,3/28/2018,Goiás,1400,
3431,HL9962,Android,3,Eduardo,Lopes,5/24/2018,Goiás,3400,
3434,HL4379,Televisão,4,Amanda,Gontijo,3/24/2018,Goiás,2500,
3449,HL9962,Android,4,Ana,Carvalho,8/31/2018,Goiás,3400,
3459,HL1918,iPhone,3,Luiza,Farias,3/27/2018,Goiás,5300,
3471,HL7348,SmartWatch,1,Bernard,Pedrosa,7/18/2018,Goiás,1400,
3511,HL1918,iPhone,5,Rafaela,Gomes,7/25/2018,Goiás,5300,
3521,HL1918,iPhone,3,Juan,Barbosa,4/15/2018,Goiás,5300,
3522,HL1148,Câmera,4,Wen,Braga,12/8/2018,Goiás,2100,
3539,HL1148,Câmera,4,Guilherme,Monteiro,12/17/2018,Goiás,2100,
3553,HL1918,iPhone,4,Mariane,Ferreira,11/12/2018,Goiás,5300,
3556,HL1918,iPhone,1,Sylvio,Bernhardt,1/14/2018,Goiás,5300,
3570,HL1148,Câmera,3,José,Jesus,8/30/2018,Goiás,2100,
3572,HL7348,SmartWatch,2,Luiza,Johnson,8/25/2018,Goiás,1400,
3579,HL1918,iPhone,3,Wendela,Veloso,5/4/2018,Goiás,5300,
3587,HL1918,iPhone,2,Melissa,Nucci,10/15/2018,Goiás,5300,
3593,HL1918,iPhone,3,Roberto,Nogueira,10/18/2018,Goiás,5300,
3600,HL1918,iPhone,5,Felipe,Cavalcanti,10/24/2018,Goiás,5300,
3605,HL1918,iPhone,4,Bruno,Barcessat,7/10/2018,Goiás,5300,
3612,HL4379,Televisão,1,Juliana,Pacheco,2/15/2018,Goiás,2500,
3628,HL9962,Android,5,Luiza,Cavalcanti,5/19/2018,Goiás,3400,
3651,HL4379,Televisão,4,Giulia,Lopes,11/22/2018,Goiás,2500,
3661,HL1148,Câmera,3,Norman,Jimbo,4/29/2018,Goiás,2100,
3670,HL1918,iPhone,2,Gabriella,Lopes,1/9/2018,Goiás,5300,
3674,HL7348,SmartWatch,4,Gabriella,Lopes,3/19/2018,Goiás,1400,
3677,HL9962,Android,2,Maria,Junior,5/6/2018,Goiás,3400,
3701,HL1918,iPhone,3,Ana,Felippe,1/20/2018,Goiás,5300,
3708,HL1918,iPhone,5,Isabel,Mesquita,12/5/2018,Goiás,5300,
3712,HL1918,iPhone,4,Bruna,Chein,3/17/2018,Goiás,5300,
3727,HL1918,iPhone,2,Raphael,Kurtz,7/15/2018,Goiás,5300,
3728,HL2714,Tablet,3,Pedro,Santos,8/16/2018,Goiás,1600,
3754,HL1918,iPhone,4,Andre,Nóbrega,12/26/2018,Goiás,5300,
3757,HL1918,iPhone,2,Henrique,Villanova,4/29/2018,Goiás,5300,
3758,HL1918,iPhone,3,Felipe,Cavalcanti,8/16/2018,Goiás,5300,
3775,HL4379,Televisão,5,Larissa,Cruz,6/30/2018,Goiás,2500,
3776,HL7348,SmartWatch,5,João,Monteiro,6/29/2018,Goiás,1400,
3783,HL7348,SmartWatch,5,Lenon,Fernandes,2/24/2018,Goiás,1400,
3786,HL4379,Televisão,2,Julia,Figueiredo,11/13/2018,Goiás,2500,
3792,HL4379,Televisão,1,Priscila,Carvalho,3/13/2018,Goiás,2500,
3813,HL9962,Android,2,Maria,Mello,7/20/2018,Goiás,3400,
3822,HL8851,Notebook,5,Kimberly,Sad,2/20/2018,Goiás,3500,
3836,HL4379,Televisão,5,Daniela,Pereira,12/2/2018,Goiás,2500,
3849,HL8851,Notebook,1,Guilherme,Merotto,11/6/2018,Goiás,3500,
3855,HL7348,SmartWatch,5,Audir,Franco,7/20/2018,Goiás,1400,
3883,HL1918,iPhone,2,Lucas,Almeida,6/13/2018,Goiás,5300,
3889,HL9962,Android,2,Jéssica,Stefanelli,3/16/2018,Goiás,3400,
3913,HL8851,Notebook,3,Daniel,Cardoso,7/9/2018,Goiás,3500,
3920,HL1918,iPhone,2,Ana,Miura,5/13/2018,Goiás,5300,
3959,HL1918,iPhone,2,Carolina,Carneiro,12/8/2018,Goiás,5300,
4006,HL8851,Notebook,5,Maria,Gasperi,9/19/2018,Goiás,3500,
4042,HL1918,iPhone,4,Thomáz,Vannier,5/13/2018,Goiás,5300,
4050,HL1148,Câmera,4,Rodrigo,Ramos,1/10/2018,Goiás,2100,
4053,HL7348,SmartWatch,1,Larissa,Nauenberg,5/25/2018,Goiás,1400,
4054,HL8851,Notebook,1,Victor,Lira,5/8/2018,Goiás,3500,
4055,HL2714,Tablet,2,Wilson,Brandão,8/26/2018,Goiás,1600,
4063,HL1918,iPhone,1,Wen,Braga,5/9/2018,Goiás,5300,
4078,HL2714,Tablet,1,Ives,Teixeira,6/29/2018,Goiás,1600,
4087,HL4379,Televisão,3,Ana,Leite,9/24/2018,Goiás,2500,
4115,HL4379,Televisão,2,Bruno,Velucci,7/12/2018,Goiás,2500,
4129,HL1918,iPhone,1,Arthur,Fernandes,10/6/2018,Goiás,5300,
4131,HL1918,iPhone,1,Vanessa,Bach,2/15/2018,Goiás,5300,
4136,HL7348,SmartWatch,2,Philipe,Morete,10/7/2018,Goiás,1400,
4140,HL4379,Televisão,2,Norman,Jimbo,6/7/2018,Goiás,2500,
4153,HL9962,Android,1,Priscila,Vogel,6/13/2018,Goiás,3400,
4198,HL2714,Tablet,3,Stephanie,Oliveira,5/3/2018,Goiás,1600,
4207,HL2714,Tablet,4,Milena,Alcoforado,1/6/2018,Goiás,1600,
4216,HL1918,iPhone,2,Rodrigo,Feijo,3/22/2018,Goiás,5300,
4229,HL4379,Televisão,5,Andre,Sampaio,12/4/2018,Goiás,2500,
4241,HL8851,Notebook,2,Diego,Marchesi,2/27/2018,Goiás,3500,
4245,HL7348,SmartWatch,1,Ana,Monte,5/6/2018,Goiás,1400,
4250,HL8851,Notebook,3,Beatriz,Cavalcanti,6/5/2018,Goiás,3500,
4258,HL9962,Android,1,Breno,Varella,1/23/2018,Goiás,3400,
4269,HL1148,Câmera,5,Amanda,Roberto,11/29/2018,Goiás,2100,
4314,HL1148,Câmera,1,Igor,Lima,6/14/2018,Goiás,2100,
4324,HL4379,Televisão,5,Bianca,Ferezin,8/1/2018,Goiás,2500,
4329,HL7348,SmartWatch,5,Renan,Melo,5/3/2018,Goiás,1400,
4349,HL7348,SmartWatch,3,Carolina,Siqueira,4/17/2018,Goiás,1400,
4358,HL4379,Televisão,5,Yasmim,Verly,12/10/2018,Goiás,2500,
4361,HL2714,Tablet,3,Fernanda,Coutinho,8/14/2018,Goiás,1600,
4381,HL8851,Notebook,1,Bruno,Oliveira,9/10/2018,Goiás,3500,
4386,HL9962,Android,2,Leandro,Ferreira,7/23/2018,Goiás,3400,
4395,HL1918,iPhone,3,Raul,Junqueira,10/28/2018,Goiás,5300,
4403,HL1918,iPhone,3,Stephanie,Gonçalves,4/27/2018,Goiás,5300,
4414,HL1918,iPhone,3,Victor,Soares,4/22/2018,Goiás,5300,
4415,HL1918,iPhone,5,Arthur,Rocha,2/5/2018,Goiás,5300,
4431,HL4379,Televisão,2,Priscila,Garcia,4/5/2018,Goiás,2500,
