,SKU,Produto,Quantidade Vendida,Primeiro Nome,Sobrenome,Data,Loja,Preco Unitario,Unnamed: 8
491,HL8851,Notebook,3,Guilherme,Castilho,9/16/2018,Porto Alegre,3500,
503,HL2714,Tablet,4,Jonatas,Passos,8/11/2018,Porto Alegre,1600,
506,HL7348,SmartWatch,1,Jonas,Gomes,4/10/2018,Porto Alegre,1400,
514,HL4379,Televisão,5,Carolina,Rocha,11/29/2018,Porto Alegre,2500,
523,HL8851,Notebook,5,Bruna,Rosa,6/27/2018,Porto Alegre,3500,
533,HL8851,Notebook,2,Laura,Araujo,9/9/2018,Porto Alegre,3500,
548,HL8851,Notebook,3,Thais,Rodrigues,10/11/2018,Porto Alegre,3500,
550,HL1918,iPhone,5,João,Junior,1/22/2018,Porto Alegre,5300,
555,HL4379,Televisão,3,Yasmim,Verly,6/17/2018,Porto Alegre,2500,
567,HL4379,Televisão,1,Wen,Santos,8/19/2018,Porto Alegre,2500,
591,HL1918,iPhone,4,Amanda,Braga,1/1/2018,Porto Alegre,5300,
599,HL1918,iPhone,1,Victor,Corrêa,4/15/2018,Porto Alegre,5300,
601,HL4379,Televisão,3,Julie,Ferreira,3/18/2018,Porto Alegre,2500,
627,HL2714,Tablet,4,Raul,Silveira,12/31/2018,Porto Alegre,1600,
651,HL8851,Notebook,1,Ananda,Dias,11/29/2018,Porto Alegre,3500,
680,HL1918,iPhone,2,Ana,Gonzaga,4/15/2018,Porto Alegre,5300,
708,HL9962,Android,1,Patrícia,Ferreira,11/22/2018,Porto Alegre,3400,
745,HL1148,Câmera,5,Letícia,Leal,7/10/2018,Porto Alegre,2100,
756,HL1918,iPhone,3,Antônio,Soares,1/14/2018,Porto Alegre,5300,
780,HL1918,iPhone,3,Matheus,Delgado,2/6/2018,Porto Alegre,5300,
789,HL1918,iPhone,3,Pedro,Bitencourt,3/10/2018,Porto Alegre,5300,
798,HL8851,Notebook,4,Bruno,Velucci,6/11/2018,Porto Alegre,3500,
808,HL1918,iPhone,1,Isabela,Chagas,9/26/2018,Porto Alegre,5300,
814,HL4379,Televisão,4,Luiza,Farias,10/8/2018,Porto Alegre,2500,
838,HL1148,Câmera,1,Raphael,Machado,3/3/2018,Porto Alegre,2100,
873,HL1918,iPhone,5,Bruno,Temporal,1/23/2018,Porto Alegre,5300,
883,HL1148,Câmera,3,Lais,Candido,11/9/2018,Porto Alegre,2100,
896,HL7348,SmartWatch,3,Larissa,Cruz,5/6/2018,Porto Alegre,1400,
904,HL1918,iPhone,5,Guilherme,Lima,9/17/2018,Porto Alegre,5300,
916,HL7348,SmartWatch,3,Ian,Almeida,10/15/2018,Porto Alegre,1400,
918,HL9962,Android,3,Paula,Cavalcanti,7/1/2018,Porto Alegre,3400,
921,HL1148,Câmera,5,Jorge,Fonseca,4/1/2018,Porto Alegre,2100,
926,HL2714,Tablet,2,Priscila,Suzano,8/14/2018,Porto Alegre,1600,
935,HL8851,Notebook,3,Bruno,Souza,8/1/2018,Porto Alegre,3500,
942,HL7348,SmartWatch,4,Felipe,Cavalcanti,2/26/2018,Porto Alegre,1400,
966,HL4379,Televisão,3,Douglas,Rodrigues,8/14/2018,Porto Alegre,2500,
984,HL7348,SmartWatch,3,Lucas,Reis,6/19/2018,Porto Alegre,1400,
987,HL4379,Televisão,5,Priscila,Garcia,3/11/2018,Porto Alegre,2500,
996,HL7348,SmartWatch,1,Leonardo,Faria,3/20/2018,Porto Alegre,1400,
1016,HL2714,Tablet,1,Antonio,Bernhardt,8/7/2018,Porto Alegre,1600,
1047,HL8851,Notebook,4,Antonio,Bernhardt,11/16/2018,Porto Alegre,3500,
1050,HL2714,Tablet,1,Marina,Delgado,3/12/2018,Porto Alegre,1600,
1067,HL8851,Notebook,4,Gabriel,Brito,5/28/2018,Porto Alegre,3500,
1104,HL1148,Câmera,3,Ulisses,Filho,9/2/2018,Porto Alegre,2100,
1119,HL9962,Android,1,Yasmim,Verly,8/8/2018,Porto Alegre,3400,
1145,HL1918,iPhone,2,Jeferson,Costa,8/3/2018,Porto Alegre,5300,
1166,HL8851,Notebook,3,Rojane,Lima,6/1/2018,Porto Alegre,3500,
1186,HL2714,Tablet,1,Lenon,Fernandes,12/19/2018,Porto Alegre,1600,
1205,HL4379,Televisão,1,Victor,Oliveira,3/17/2018,Porto Alegre,2500,
1210,HL8851,Notebook,4,Pedro,Buraco,11/26/2018,Porto Alegre,3500,
1226,HL9962,Android,1,Raul,Junqueira,11/12/2018,Porto Alegre,3400,
1241,HL1148,Câmera,5,Natalia,Guedes,8/29/2018,Porto Alegre,2100,
1253,HL1918,iPhone,5,Thais,Rodrigues,6/16/2018,Porto Alegre,5300,
1308,HL4379,Televisão,4,Thayna,Martins,11/13/2018,Porto Alegre,2500,
1342,HL4379,Televisão,1,Katharina,Barros,1/14/2018,Porto Alegre,2500,
1378,HL8851,Notebook,5,Tainah,Nogueira,5/15/2018,Porto Alegre,3500,
1396,HL8851,Notebook,2,Lívia,Marques,1/1/2018,Porto Alegre,3500,
1401,HL4379,Televisão,3,Juliana,Huon,4/27/2018,Porto Alegre,2500,
1411,HL1918,iPhone,3,Gabriela,Cavalcanti,1/8/2018,Porto Alegre,5300,
1420,HL2714,Tablet,2,Victor,Lira,11/3/2018,Porto Alegre,1600,
1424,HL4379,Televisão,1,João,Júnior,8/31/2018,Porto Alegre,2500,
1451,HL1918,iPhone,5,Pedro,Pereira,4/30/2018,Porto Alegre,5300,
1514,HL4379,Televisão,4,David,Campelo,5/14/2018,Porto Alegre,2500,
1515,HL4379,Televisão,1,Mateus,Polastri,6/17/2018,Porto Alegre,2500,
1541,HL1918,iPhone,4,Henrique,Villanova,6/12/2018,Porto Alegre,5300,
1544,HL2714,Tablet,5,Rebeca,Manhães,11/6/2018,Porto Alegre,1600,
1560,HL9962,Android,4,Stephanie,Novak,1/20/2018,Porto Alegre,3400,
1585,HL7348,SmartWatch,1,João,Pedrazza,7/8/2018,Porto Alegre,1400,
1591,HL1918,iPhone,5,Marcelo,Rosa,10/8/2018,Porto Alegre,5300,
1603,HL9962,Android,5,Paula,Cavalcanti,6/13/2018,Porto Alegre,3400,
1668,HL9962,Android,2,Rogério,Gentile,9/19/2018,Porto Alegre,3400,
1669,HL4379,Televisão,2,Bruno,Silva,6/25/2018,Porto Alegre,2500,
1680,HL9962,Android,1,Thomáz,Bôas,5/7/2018,Porto Alegre,3400,
1681,HL1918,iPhone,5,Lucas,Lemos,6/6/2018,Porto Alegre,5300,
1682,HL1918,iPhone,1,Rubens,Netto,11/11/2018,Porto Alegre,5300,
1683,HL1918,iPhone,2,Mariana,Barrozo,12/31/2018,Porto Alegre,5300,
1713,HL4379,Televisão,3,Juliana,Goes,8/13/2018,Porto Alegre,2500,
1717,HL2714,Tablet,5,Marcelo,Borges,6/27/2018,Porto Alegre,1600,
1725,HL4379,Televisão,1,Ulisses,Quinto,3/13/2018,Porto Alegre,2500,
1776,HL9962,Android,3,Cláudio,Aragão,11/3/2018,Porto Alegre,3400,
1786,HL1148,Câmera,1,Jéssica,Netto,1/13/2018,Porto Alegre,2100,
1819,HL4379,Televisão,5,Thales,Santos,12/3/2018,Porto Alegre,2500,
1854,HL1918,iPhone,3,Caio,Vianna,5/1/2018,Porto Alegre,5300,
1858,HL9962,Android,5,Amanda,Delgado,11/30/2018,Porto Alegre,3400,
1871,HL9962,Android,4,Fabio,Boccaletti,7/21/2018,Porto Alegre,3400,
1889,HL2714,Tablet,4,Joao,Silva,7/1/2018,Porto Alegre,1600,
1892,HL1918,iPhone,4,Patrícia,Amaral,7/2/2018,Porto Alegre,5300,
1910,HL1918,iPhone,4,Ana,Monte,5/19/2018,Porto Alegre,5300,
1936,HL8851,Notebook,5,Camilla,Vieira,1/23/2018,Porto Alegre,3500,
1957,HL1148,Câmera,4,Julia,Silva,10/29/2018,Porto Alegre,2100,
1959,HL1918,iPhone,2,Aline,Andrade,2/11/2018,Porto Alegre,5300,
1960,HL1918,iPhone,2,Stephanie,Novak,3/19/2018,Porto Alegre,5300,
1964,HL1918,iPhone,1,Julie,Ferreira,4/13/2018,Porto Alegre,5300,
1994,HL2714,Tablet,4,Marina,Miranda,1/11/2018,Porto Alegre,1600,
2028,HL1918,iPhone,2,Guilherme,Vianna,3/23/2018,Porto Alegre,5300,
2034,HL1148,Câmera,4,Ana,Felippe,8/25/2018,Porto Alegre,2100,
2052,HL1918,iPhone,2,Anízio,Carvalho,9/29/2018,Porto Alegre,5300,
2065,HL4379,Televisão,2,Juan,Barbosa,6/12/2018,Porto Alegre,2500,
2086,HL4379,Televisão,5,Julia,Leig,8/31/2018,Porto Alegre,2500,
2099,HL1918,iPhone,1,Daniel,Costa,9/13/2018,Porto Alegre,5300,
2110,HL1918,iPhone,4,Carolina,Alfradique,9/16/2018,Porto Alegre,5300,
2120,HL4379,Televisão,4,Bruno,Barcessat,11/27/2018,Porto Alegre,2500,
2121,HL4379,Televisão,1,Beatriz,Li,2/13/2018,Porto Alegre,2500,
2163,HL2714,Tablet,5,Wilson,Brandão,4/4/2018,Porto Alegre,1600,
2177,HL9962,Android,4,Natalia,Guedes,9/27/2018,Porto Alegre,3400,
2188,HL1918,iPhone,1,Arthur,Pereira,3/2/2018,Porto Alegre,5300,
2199,HL1918,iPhone,3,Cézar,Santos,12/4/2018,Porto Alegre,5300,
2202,HL4379,Televisão,5,Luiz,Almeida,8/18/2018,Porto Alegre,2500,
2205,HL9962,Android,4,Alon,Guedes,9/14/2018,Porto Alegre,3400,
2220,HL4379,Televisão,1,Thaís,Moura,11/7/2018,Porto Alegre,2500,
2224,HL7348,SmartWatch,5,Adriana,Carneiro,3/14/2018,Porto Alegre,1400,
2245,HL4379,Televisão,1,Caroll,Johnson,10/12/2018,Porto Alegre,2500,
2281,HL1148,Câmera,4,Matheus,Gomes,11/17/2018,Porto Alegre,2100,
2311,HL4379,Televisão,1,Bárbara,Lima,5/9/2018,Porto Alegre,2500,
2349,HL7348,SmartWatch,4,Rachel,Restum,12/24/2018,Porto Alegre,1400,
2354,HL1148,Câmera,2,Alon,Pestana,12/1/2018,Porto Alegre,2100,
2370,HL1918,iPhone,4,Breno,Caputo,1/4/2018,Porto Alegre,5300,
2407,HL1148,Câmera,3,Deysiane,Medronho,7/9/2018,Porto Alegre,2100,
2420,HL7348,SmartWatch,3,Bruna,Silva,7/3/2018,Porto Alegre,1400,
2421,HL1918,iPhone,2,Giuseppe,Bhering,9/3/2018,Porto Alegre,5300,
2443,HL9962,Android,1,Patrick,Silva,8/18/2018,Porto Alegre,3400,
2458,HL4379,Televisão,2,Thayane,Resende,3/28/2018,Porto Alegre,2500,
2473,HL8851,Notebook,1,Vitor,Campos,2/8/2018,Porto Alegre,3500,
2477,HL8851,Notebook,5,João,Castilho,2/20/2018,Porto Alegre,3500,
2482,HL2714,Tablet,1,Julia,Penteado,9/18/2018,Porto Alegre,1600,
2488,HL9962,Android,5,Myllena,Corrêa,7/8/2018,Porto Alegre,3400,
2491,HL4379,Televisão,5,Tadeu,Nakayama,4/10/2018,Porto Alegre,2500,
2499,HL7348,SmartWatch,1,Renan,Ventura,11/5/2018,Porto Alegre,1400,
2540,HL4379,Televisão,5,José,Seixas,11/2/2018,Porto Alegre,2500,
2551,HL2714,Tablet,5,Eduardo,Peluzo,10/23/2018,Porto Alegre,1600,
2565,HL9962,Android,5,Rachel,Restum,6/24/2018,Porto Alegre,3400,
2566,HL8851,Notebook,1,Raphael,Machado,4/9/2018,Porto Alegre,3500,
2584,HL1918,iPhone,5,Bruna,Franco,11/9/2018,Porto Alegre,5300,
2609,HL4379,Televisão,2,Fernanda,Silva,12/7/2018,Porto Alegre,2500,
2641,HL4379,Televisão,2,Mônica,Rotolo,11/29/2018,Porto Alegre,2500,
2645,HL9962,Android,2,Renan,Ventura,11/30/2018,Porto Alegre,3400,
2648,HL1148,Câmera,3,João,Rodrigues,1/8/2018,Porto Alegre,2100,
2649,HL4379,Televisão,2,Beatriz,Rocha,11/30/2018,Porto Alegre,2500,
2654,HL4379,Televisão,1,Luiza,Cavalcanti,4/2/2018,Porto Alegre,2500,
2681,HL7348,SmartWatch,3,Eduardo,Nunes,4/7/2018,Porto Alegre,1400,
2707,HL2714,Tablet,3,Matheus,Gomes,3/19/2018,Porto Alegre,1600,
2709,HL7348,SmartWatch,4,Amanda,Roberto,1/30/2018,Porto Alegre,1400,
2712,HL4379,Televisão,5,Matheus,Souza,6/2/2018,Porto Alegre,2500,
2741,HL1918,iPhone,3,Tadeu,Nakayama,9/7/2018,Porto Alegre,5300,
2753,HL2714,Tablet,5,Giovanna,Santos,1/15/2018,Porto Alegre,1600,
2761,HL1918,iPhone,1,Priscila,Vogel,6/11/2018,Porto Alegre,5300,
2787,HL2714,Tablet,1,Pedro,Ronfini,11/7/2018,Porto Alegre,1600,
2791,HL1918,iPhone,4,Pedro,Dalforne,4/4/2018,Porto Alegre,5300,
2796,HL4379,Televisão,3,Bruno,Mota,6/2/2018,Porto Alegre,2500,
2800,HL1148,Câmera,3,Caio,Moraes,1/8/2018,Porto Alegre,2100,
2833,HL1918,iPhone,3,Carolina,Motta,7/20/2018,Porto Alegre,5300,
2844,HL4379,Televisão,2,Lucas,Valim,8/27/2018,Porto Alegre,2500,
2857,HL1918,iPhone,3,Ana,Júnior,4/14/2018,Porto Alegre,5300,
2867,HL9962,Android,2,Mariana,Miranda,2/11/2018,Porto Alegre,3400,
2876,HL4379,Televisão,4,Izabel,Miura,4/4/2018,Porto Alegre,2500,
2892,HL1918,iPhone,4,Bruno,Temporal,10/26/2018,Porto Alegre,5300,
2894,HL8851,Notebook,3,Milena,Pereira,10/14/2018,Porto Alegre,3500,
2896,HL1148,Câmera,4,Guilherme,Assis,5/21/2018,Porto Alegre,2100,
2897,HL1918,iPhone,3,João,Fonseca,4/15/2018,Porto Alegre,5300,
2918,HL9962,Android,2,Arthur,Fernandes,3/17/2018,Porto Alegre,3400,
2929,HL1918,iPhone,4,Lucas,Almeida,12/1/2018,Porto Alegre,5300,
2935,HL8851,Notebook,1,Marina,Gama,12/19/2018,Porto Alegre,3500,
2947,HL2714,Tablet,3,Raul,Junqueira,5/25/2018,Porto Alegre,1600,
2972,HL4379,Televisão,4,Guilherme,Assis,10/4/2018,Porto Alegre,2500,
2982,HL1148,Câmera,2,Joyce,Medina,4/27/2018,Porto Alegre,2100,
3026,HL9962,Android,2,Marina,Correa,2/6/2018,Porto Alegre,3400,
3049,HL9962,Android,1,Julia,Leig,6/18/2018,Porto Alegre,3400,
3052,HL1148,Câmera,5,Juliana,Huon,3/13/2018,Porto Alegre,2100,
3059,HL1918,iPhone,5,Rafaela,Ferreira,1/10/2018,Porto Alegre,5300,
3064,HL1918,iPhone,5,Paulo,Campos,2/28/2018,Porto Alegre,5300,
3065,HL4379,Televisão,2,Adrielle,Forte,3/24/2018,Porto Alegre,2500,
3074,HL4379,Televisão,2,Yasmim,Verly,11/26/2018,Porto Alegre,2500,
3102,HL9962,Android,2,Tayla,Lima,7/3/2018,Porto Alegre,3400,
3122,HL1918,iPhone,2,Gabriela,Mello,6/7/2018,Porto Alegre,5300,
3129,HL4379,Televisão,3,Lívia,Marques,12/18/2018,Porto Alegre,2500,
3148,HL9962,Android,4,Maurício,Dias,2/28/2018,Porto Alegre,3400,
3172,HL9962,Android,4,Mateus,Maia,6/1/2018,Porto Alegre,3400,
3177,HL2714,Tablet,5,Hércules,Moreira,3/7/2018,Porto Alegre,1600,
3216,HL7348,SmartWatch,1,Gustavo,Azevedo,9/12/2018,Porto Alegre,1400,
3253,HL4379,Televisão,1,Bianca,Ferezin,10/18/2018,Porto Alegre,2500,
3294,HL1148,Câmera,4,Gabriel,Soares,1/17/2018,Porto Alegre,2100,
3377,HL1148,Câmera,3,Victor,Franco,12/2/2018,Porto Alegre,2100,
3378,HL1918,iPhone,5,Gabriel,Garcia,2/8/2018,Porto Alegre,5300,
3387,HL9962,Android,2,Lucas,Neto,12/4/2018,Porto Alegre,3400,
3395,HL1148,Câmera,4,Hércules,Júnior,8/8/2018,Porto Alegre,2100,
3404,HL9962,Android,4,Thiago,Miura,6/16/2018,Porto Alegre,3400,
3406,HL1148,Câmera,5,Victor,Zakhm,12/4/2018,Porto Alegre,2100,
3427,HL2714,Tablet,2,Vitor,Arruda,2/5/2018,Porto Alegre,1600,
3429,HL2714,Tablet,5,Lucas,Baptista,11/1/2018,Porto Alegre,1600,
3447,HL1918,iPhone,1,Gabriel,Azevedo,11/28/2018,Porto Alegre,5300,
3456,HL9962,Android,3,Lucas,Monte,11/25/2018,Porto Alegre,3400,
3460,HL9962,Android,4,Mayara,Soares,12/13/2018,Porto Alegre,3400,
3463,HL4379,Televisão,4,Gabriel,Almeida,5/13/2018,Porto Alegre,2500,
3503,HL1918,iPhone,2,Silvio,Fahrnholz,1/27/2018,Porto Alegre,5300,
3515,HL1918,iPhone,1,Marina,Correa,2/3/2018,Porto Alegre,5300,
3520,HL2714,Tablet,5,Victor,Ferreira,4/26/2018,Porto Alegre,1600,
3527,HL1918,iPhone,4,Michelle,Miura,10/20/2018,Porto Alegre,5300,
3566,HL1918,iPhone,4,Breno,Costa,11/15/2018,Porto Alegre,5300,
3578,HL4379,Televisão,5,Bruna,Silva,4/12/2018,Porto Alegre,2500,
3598,HL8851,Notebook,5,Livia,Codeceira,8/17/2018,Porto Alegre,3500,
3604,HL1918,iPhone,3,Luíza,Garcia,2/20/2018,Porto Alegre,5300,
3611,HL2714,Tablet,2,William,Mendonça,11/30/2018,Porto Alegre,1600,
3620,HL8851,Notebook,5,Vivianne,Rodrigues,9/4/2018,Porto Alegre,3500,
3632,HL1918,iPhone,2,Alexandre,Dantas,11/30/2018,Porto Alegre,5300,
3635,HL1918,iPhone,4,Victor,Corrêa,1/9/2018,Porto Alegre,5300,
3638,HL2714,Tablet,5,Pedro,Rodrigues,3/16/2018,Porto Alegre,1600,
3649,HL1918,iPhone,4,Vivianne,Rodrigues,3/28/2018,Porto Alegre,5300,
3678,HL1148,Câmera,5,Jeferson,Costa,3/9/2018,Porto Alegre,2100,
3685,HL8851,Notebook,5,Larissa,Cruz,3/25/2018,Porto Alegre,3500,
3702,HL1918,iPhone,2,Giulia,Pessanha,2/21/2018,Porto Alegre,5300,
3719,HL1918,iPhone,3,Eric,Carvalho,6/4/2018,Porto Alegre,5300,
3721,HL9962,Android,1,Rilson,Dias,9/20/2018,Porto Alegre,3400,
3730,HL1148,Câmera,1,Rebeca,Reis,11/11/2018,Porto Alegre,2100,
3738,HL1918,iPhone,4,Bruna,Silveira,7/9/2018,Porto Alegre,5300,
3751,HL4379,Televisão,2,Isabella,Scalabrin,12/11/2018,Porto Alegre,2500,
3762,HL4379,Televisão,1,Antonio,Bernhardt,4/8/2018,Porto Alegre,2500,
3764,HL1918,iPhone,2,Letícia,Rodrigues,6/2/2018,Porto Alegre,5300,
3767,HL4379,Televisão,2,Gabrielle,Costa,4/18/2018,Porto Alegre,2500,
3768,HL1918,iPhone,2,Raphael,Ferman,6/21/2018,Porto Alegre,5300,
3771,HL8851,Notebook,1,Rafael,Carneiro,11/14/2018,Porto Alegre,3500,
3780,HL7348,SmartWatch,4,Beatriz,Cavalcanti,7/20/2018,Porto Alegre,1400,
3820,HL4379,Televisão,1,Ana,Monte,9/26/2018,Porto Alegre,2500,
3825,HL1918,iPhone,2,João,Júnior,12/11/2018,Porto Alegre,5300,
3840,HL4379,Televisão,5,Manuela,Ferreira,5/21/2018,Porto Alegre,2500,
3843,HL1918,iPhone,2,Daniel,Cardoso,8/16/2018,Porto Alegre,5300,
3854,HL9962,Android,3,Alberto,Silveira,12/30/2018,Porto Alegre,3400,
3856,HL8851,Notebook,5,Antonio,Manhães,3/24/2018,Porto Alegre,3500,
3900,HL4379,Televisão,1,Marcos,Nucci,10/13/2018,Porto Alegre,2500,
3905,HL8851,Notebook,3,Jonas,Gomes,10/7/2018,Porto Alegre,3500,
3923,HL1918,iPhone,3,Stephanie,Gonçalves,3/20/2018,Porto Alegre,5300,
3931,HL8851,Notebook,2,Anna,Maia,7/12/2018,Porto Alegre,3500,
3935,HL1918,iPhone,1,Pedro,Costa,4/14/2018,Porto Alegre,5300,
3939,HL9962,Android,2,Danilo,Rubim,3/25/2018,Porto Alegre,3400,
3967,HL1918,iPhone,3,Daniel,Ortiz,5/22/2018,Porto Alegre,5300,
3987,HL9962,Android,5,Karina,Camara,9/9/2018,Porto Alegre,3400,
3997,HL1148,Câmera,1,Carlos,Azevedo,12/11/2018,Porto Alegre,2100,
4011,HL1918,iPhone,2,Sthefeson,Pereira,2/5/2018,Porto Alegre,5300,
4032,HL1918,iPhone,1,Arthur,Rocha,11/1/2018,Porto Alegre,5300,
4036,HL4379,Televisão,5,Jorge,Carvalho,5/23/2018,Porto Alegre,2500,
4039,HL2714,Tablet,5,Júlio,Freire,5/21/2018,Porto Alegre,1600,
4056,HL4379,Televisão,3,Bruno,Ursulino,5/15/2018,Porto Alegre,2500,
4066,HL1918,iPhone,5,Fernanda,Silva,8/8/2018,Porto Alegre,5300,
4076,HL1148,Câmera,2,Matheus,Tostes,10/20/2018,Porto Alegre,2100,
4121,HL7348,SmartWatch,1,Carlos,Souza,4/22/2018,Porto Alegre,1400,
4125,HL4379,Televisão,5,Raphael,Kurtz,10/4/2018,Porto Alegre,2500,
4134,HL7348,SmartWatch,4,Ana,Felippe,3/20/2018,Porto Alegre,1400,
4135,HL7348,SmartWatch,4,Carla,Zakhm,4/23/2018,Porto Alegre,1400,
4139,HL8851,Notebook,2,Isabel,Mesquita,1/2/2018,Porto Alegre,3500,
4159,HL1148,Câmera,3,Thiago,Nóbrega,1/8/2018,Porto Alegre,2100,
4164,HL2714,Tablet,3,Giovanna,Santos,10/13/2018,Porto Alegre,1600,
4189,HL1918,iPhone,5,Renan,Ventura,4/11/2018,Porto Alegre,5300,
4191,HL4379,Televisão,3,Bruno,Barcessat,9/5/2018,Porto Alegre,2500,
4217,HL2714,Tablet,1,Natália,Appel,7/30/2018,Porto Alegre,1600,
4224,HL7348,SmartWatch,1,Guilherme,Barbosa,10/21/2018,Porto Alegre,1400,
4274,HL1148,Câmera,1,Danilo,Alves,5/29/2018,Porto Alegre,2100,
4297,HL4379,Televisão,1,Débora,Lopes,10/4/2018,Porto Alegre,2500,
4303,HL4379,Televisão,5,Sandy,Moreira,2/28/2018,Porto Alegre,2500,
4318,HL9962,Android,4,Milena,Alcoforado,12/1/2018,Porto Alegre,3400,
4320,HL1918,iPhone,1,Vanessa,Rodrigues,2/23/2018,Porto Alegre,5300,
4332,HL9962,Android,1,José,Marques,11/21/2018,Porto Alegre,3400,
4351,HL1148,Câmera,2,Izabel,Miura,2/14/2018,Porto Alegre,2100,
4359,HL7348,SmartWatch,1,Silvio,Provenzano,11/8/2018,Porto Alegre,1400,
4372,HL4379,Televisão,3,Luiza,Cabral,5/24/2018,Porto Alegre,2500,
4380,HL4379,Televisão,2,Bernard,Pedrosa,1/18/2018,Porto Alegre,2500,
4391,HL1918,iPhone,4,Raul,Junqueira,9/23/2018,Porto Alegre,5300,
4406,HL4379,Televisão,4,Carlos,Mesquita,12/19/2018,Porto Alegre,2500,
4422,HL4379,Televisão,4,Clarissa,Santos,12/20/2018,Porto Alegre,2500,
4453,HL1918,iPhone,2,Gabriella,Lopes,9/29/2018,Porto Alegre,5300,
4457,HL4379,Televisão,5,Cláudio,Aragão,6/19/2018,Porto Alegre,2500,
4462,HL7348,SmartWatch,1,Lucas,Monte,7/1/2018,Porto Alegre,1400,
4473,HL1918,iPhone,3,Tiago,Pereira,5/17/2018,Porto Alegre,5300,
4502,HL9962,Android,3,Maria,Motta,6/28/2018,Porto Alegre,3400,
4526,HL7348,SmartWatch,3,Renan,Cunha,7/3/2018,Porto Alegre,1400,
4533,HL4379,Televisão,1,Guido,Monteiro,3/1/2018,Porto Alegre,2500,
4554,HL1918,iPhone,3,Caio,Cardoso,9/23/2018,Porto Alegre,5300,
4556,HL1148,Câmera,3,Gabriel,Azevedo,11/7/2018,Porto Alegre,2100,
4579,HL7348,SmartWatch,4,Lucas,Freitas,12/30/2018,Porto Alegre,1400,
4591,HL4379,Televisão,2,Victor,Gomes,10/1/2018,Porto Alegre,2500,
4597,HL1918,iPhone,5,Luísa,Fonseca,11/29/2018,Porto Alegre,5300,
