,SKU,Produto,Quantidade Vendida,Primeiro Nome,Sobrenome,Data,Loja,Preco Unitario,Unnamed: 8
701,HL1918,iPhone,5,Raphael,Rezende,2/9/2018,Belo Horizonte,5300,
719,HL7348,SmartWatch,3,Anderson,Cavalcanti,6/14/2018,Belo Horizonte,1400,
729,HL1918,iPhone,2,Gustavo,Erthal,8/9/2018,Belo Horizonte,5300,
730,HL9962,Android,4,Ana,Fioretti,10/23/2018,Belo Horizonte,3400,
738,HL2714,Tablet,3,Amanda,Procaci,3/12/2018,Belo Horizonte,1600,
752,HL1918,iPhone,3,Carolina,Costa,9/17/2018,Belo Horizonte,5300,
761,HL4379,Televisão,4,Carolina,Siqueira,8/1/2018,Belo Horizonte,2500,
763,HL1918,iPhone,2,Igor,Azevedo,6/8/2018,Belo Horizonte,5300,
782,HL1918,iPhone,4,Karine,Barros,3/22/2018,Belo Horizonte,5300,
802,HL4379,Televisão,1,Pedro,Costa,3/27/2018,Belo Horizonte,2500,
807,HL8851,Notebook,4,Arthur,Rocha,11/25/2018,Belo Horizonte,3500,
817,HL7348,SmartWatch,2,Natalia,Accioly,8/7/2018,Belo Horizonte,1400,
825,HL4379,Televisão,5,Raíssa,Oros,2/17/2018,Belo Horizonte,2500,
840,HL4379,Televisão,1,Katharina,Barros,2/16/2018,Belo Horizonte,2500,
845,HL4379,Televisão,1,Lara,Moreira,10/25/2018,Belo Horizonte,2500,
850,HL1148,Câmera,2,Carlos,Mesquita,1/11/2018,Belo Horizonte,2100,
855,HL1918,iPhone,1,Carolina,Bernardes,3/25/2018,Belo Horizonte,5300,
856,HL1918,iPhone,3,Marcela,Gasperi,12/31/2018,Belo Horizonte,5300,
872,HL8851,Notebook,1,Gustavo,Junior,4/12/2018,Belo Horizonte,3500,
891,HL1918,iPhone,4,Matheus,Silva,7/3/2018,Belo Horizonte,5300,
927,HL1148,Câmera,1,Danilo,Mendonça,4/19/2018,Belo Horizonte,2100,
938,HL1918,iPhone,4,Wen,Braga,5/1/2018,Belo Horizonte,5300,
946,HL1918,iPhone,3,Gabriel,Brito,4/28/2018,Belo Horizonte,5300,
953,HL7348,SmartWatch,4,Jonatas,Passos,8/14/2018,Belo Horizonte,1400,
955,HL1918,iPhone,1,Gabriel,Rocha,6/11/2018,Belo Horizonte,5300,
968,HL9962,Android,4,Beatriz,Rocha,1/11/2018,Belo Horizonte,3400,
977,HL4379,Televisão,1,Adrielle,Gabriel,4/8/2018,Belo Horizonte,2500,
983,HL8851,Notebook,1,Caroll,Johnson,12/11/2018,Belo Horizonte,3500,
1041,HL4379,Televisão,4,Bruna,Franco,10/26/2018,Belo Horizonte,2500,
1046,HL2714,Tablet,4,Maria,Motta,5/8/2018,Belo Horizonte,1600,
1060,HL1918,iPhone,3,Priscila,Garcia,10/24/2018,Belo Horizonte,5300,
1079,HL1918,iPhone,5,Andressa,Nóbrega,9/18/2018,Belo Horizonte,5300,
1114,HL4379,Televisão,2,Ana,Miura,7/24/2018,Belo Horizonte,2500,
1128,HL8851,Notebook,2,Giulia,Pessanha,11/13/2018,Belo Horizonte,3500,
1129,HL7348,SmartWatch,3,Samara,Pinto,1/10/2018,Belo Horizonte,1400,
1143,HL4379,Televisão,4,Caio,Silva,11/21/2018,Belo Horizonte,2500,
1147,HL7348,SmartWatch,1,Myllena,Carneiro,1/22/2018,Belo Horizonte,1400,
1154,HL9962,Android,3,Juan,Fernandes,1/9/2018,Belo Horizonte,3400,
1161,HL1148,Câmera,4,Raphael,Mattos,6/22/2018,Belo Horizonte,2100,
1179,HL9962,Android,3,Gustavo,Junior,2/23/2018,Belo Horizonte,3400,
1203,HL1148,Câmera,2,Célio,Xavier,6/6/2018,Belo Horizonte,2100,
1233,HL2714,Tablet,4,Diego,Rodrigues,10/13/2018,Belo Horizonte,1600,
1235,HL1148,Câmera,5,Guilherme,Monteiro,5/18/2018,Belo Horizonte,2100,
1267,HL1148,Câmera,1,Anderson,Martins,4/22/2018,Belo Horizonte,2100,
1283,HL9962,Android,1,Júlia,Almeida,12/6/2018,Belo Horizonte,3400,
1314,HL2714,Tablet,2,Carolina,Motta,8/6/2018,Belo Horizonte,1600,
1339,HL9962,Android,5,Bernardo,Nauenberg,2/21/2018,Belo Horizonte,3400,
1350,HL4379,Televisão,4,Giuseppe,Bhering,5/13/2018,Belo Horizonte,2500,
1394,HL2714,Tablet,3,Chan,Santos,6/20/2018,Belo Horizonte,1600,
1486,HL1918,iPhone,2,Rafaela,Ferreira,9/14/2018,Belo Horizonte,5300,
1497,HL8851,Notebook,5,Erick,Soares,12/8/2018,Belo Horizonte,3500,
1503,HL8851,Notebook,5,Jéssica,Resinente,5/8/2018,Belo Horizonte,3500,
1507,HL9962,Android,2,Hanna,Fonseca,11/16/2018,Belo Horizonte,3400,
1520,HL8851,Notebook,3,Carolina,Carneiro,3/19/2018,Belo Horizonte,3500,
1529,HL1918,iPhone,2,Mariane,Racy,6/8/2018,Belo Horizonte,5300,
1536,HL2714,Tablet,3,Deysiane,Bach,5/15/2018,Belo Horizonte,1600,
1542,HL1148,Câmera,5,Thales,Portillo,1/29/2018,Belo Horizonte,2100,
1547,HL7348,SmartWatch,5,Rafael,Ramos,1/30/2018,Belo Horizonte,1400,
1562,HL4379,Televisão,3,Gabriella,Sagrillo,1/13/2018,Belo Horizonte,2500,
1563,HL1148,Câmera,1,João,Tabet,11/2/2018,Belo Horizonte,2100,
1590,HL1148,Câmera,5,Juliana,Huon,10/18/2018,Belo Horizonte,2100,
1614,HL7348,SmartWatch,5,Mariana,Barrozo,6/15/2018,Belo Horizonte,1400,
1620,HL1148,Câmera,2,Gabriel,Pereira,1/30/2018,Belo Horizonte,2100,
1662,HL1148,Câmera,2,Carlos,Souza,5/26/2018,Belo Horizonte,2100,
1697,HL4379,Televisão,2,Thomáz,Bôas,6/30/2018,Belo Horizonte,2500,
1708,HL1918,iPhone,4,Pedro,Rodrigues,2/17/2018,Belo Horizonte,5300,
1726,HL9962,Android,2,Rafael,Carneiro,10/6/2018,Belo Horizonte,3400,
1728,HL2714,Tablet,2,Marina,Delgado,8/11/2018,Belo Horizonte,1600,
1761,HL4379,Televisão,2,Rachel,Restum,9/3/2018,Belo Horizonte,2500,
1762,HL1918,iPhone,3,Luiza,Cabral,2/18/2018,Belo Horizonte,5300,
1785,HL4379,Televisão,5,Caio,Fernandes,8/13/2018,Belo Horizonte,2500,
1793,HL9962,Android,2,Mariana,Barrozo,4/17/2018,Belo Horizonte,3400,
1799,HL1918,iPhone,1,Gabriel,Almeida,6/26/2018,Belo Horizonte,5300,
1806,HL7348,SmartWatch,2,Marcelo,Borges,9/10/2018,Belo Horizonte,1400,
1807,HL1918,iPhone,3,Maria,Costa,8/15/2018,Belo Horizonte,5300,
1838,HL9962,Android,1,Marcos,Nucci,7/17/2018,Belo Horizonte,3400,
1874,HL4379,Televisão,4,Juliana,Guimarães,10/6/2018,Belo Horizonte,2500,
1880,HL1918,iPhone,4,Jessica,Ferreira,7/13/2018,Belo Horizonte,5300,
1883,HL1918,iPhone,1,Iuri,Neto,7/4/2018,Belo Horizonte,5300,
1886,HL8851,Notebook,1,Breno,Britto,9/14/2018,Belo Horizonte,3500,
1912,HL1148,Câmera,1,Maria,Motta,9/20/2018,Belo Horizonte,2100,
1923,HL1148,Câmera,1,Larissa,Jesus,6/13/2018,Belo Horizonte,2100,
1924,HL2714,Tablet,2,Gabriel,Azevedo,5/28/2018,Belo Horizonte,1600,
1935,HL1148,Câmera,3,Pedro,Cardoso,11/23/2018,Belo Horizonte,2100,
1938,HL7348,SmartWatch,2,Raul,Silveira,1/6/2018,Belo Horizonte,1400,
1948,HL1148,Câmera,5,Eduardo,Silva,12/10/2018,Belo Horizonte,2100,
1967,HL1918,iPhone,2,Henrique,Oliveira,5/21/2018,Belo Horizonte,5300,
2026,HL1918,iPhone,1,João,Tabet,6/30/2018,Belo Horizonte,5300,
2051,HL1918,iPhone,1,Luana,Santos,10/24/2018,Belo Horizonte,5300,
2090,HL9962,Android,2,Michelle,Miura,5/2/2018,Belo Horizonte,3400,
2095,HL9962,Android,4,Manuela,Ferreira,4/13/2018,Belo Horizonte,3400,
2098,HL4379,Televisão,2,Roger,Rosa,10/12/2018,Belo Horizonte,2500,
2125,HL1918,iPhone,4,Caroline,Cavalcanti,5/14/2018,Belo Horizonte,5300,
2143,HL7348,SmartWatch,5,Mariane,Ferreira,8/22/2018,Belo Horizonte,1400,
2146,HL4379,Televisão,5,Thales,Fanara,9/18/2018,Belo Horizonte,2500,
2152,HL9962,Android,3,Jessica,Ferreira,11/12/2018,Belo Horizonte,3400,
2160,HL7348,SmartWatch,2,Allan,Candido,5/20/2018,Belo Horizonte,1400,
2200,HL9962,Android,5,Rodrigo,Bruno,12/4/2018,Belo Horizonte,3400,
2203,HL4379,Televisão,4,Maria,Junior,1/21/2018,Belo Horizonte,2500,
2208,HL1918,iPhone,1,Pedro,Dalforne,8/7/2018,Belo Horizonte,5300,
2223,HL1918,iPhone,1,Gabriel,Rocha,5/29/2018,Belo Horizonte,5300,
2247,HL8851,Notebook,1,Cícero,Lima,4/13/2018,Belo Horizonte,3500,
2264,HL1148,Câmera,2,Victoria,Tavares,9/27/2018,Belo Horizonte,2100,
2268,HL4379,Televisão,1,Matheus,Moraes,2/7/2018,Belo Horizonte,2500,
2310,HL9962,Android,2,Eric,Neves,3/9/2018,Belo Horizonte,3400,
2333,HL4379,Televisão,5,João,Araujo,3/17/2018,Belo Horizonte,2500,
2339,HL1918,iPhone,1,Debora,Silva,12/9/2018,Belo Horizonte,5300,
2367,HL7348,SmartWatch,4,Lucas,Wanderley,12/12/2018,Belo Horizonte,1400,
2368,HL9962,Android,2,Raul,Junqueira,11/10/2018,Belo Horizonte,3400,
2372,HL4379,Televisão,3,Victoria,Mazza,12/27/2018,Belo Horizonte,2500,
2379,HL8851,Notebook,4,Livia,Cozendey,7/8/2018,Belo Horizonte,3500,
2393,HL1918,iPhone,5,Larissa,Vasconcellos,12/22/2018,Belo Horizonte,5300,
2398,HL4379,Televisão,1,Caio,Moraes,6/27/2018,Belo Horizonte,2500,
2413,HL8851,Notebook,5,Bárbara,Lima,8/2/2018,Belo Horizonte,3500,
2424,HL1918,iPhone,5,Caio,Vianna,9/7/2018,Belo Horizonte,5300,
2431,HL7348,SmartWatch,1,Daniel,Monteiro,5/23/2018,Belo Horizonte,1400,
2436,HL9962,Android,1,José,Vieira,10/30/2018,Belo Horizonte,3400,
2449,HL2714,Tablet,2,Caroline,Delgado,10/5/2018,Belo Horizonte,1600,
2476,HL4379,Televisão,1,Bernardo,Ribeiro,12/3/2018,Belo Horizonte,2500,
2478,HL1918,iPhone,1,Guilherme,Rachide,4/25/2018,Belo Horizonte,5300,
2526,HL9962,Android,1,Vitor,Arruda,10/22/2018,Belo Horizonte,3400,
2555,HL1918,iPhone,4,Daniela,Rosa,4/5/2018,Belo Horizonte,5300,
2635,HL9962,Android,2,Gustavo,Accardo,8/15/2018,Belo Horizonte,3400,
2669,HL7348,SmartWatch,4,Breno,Caputo,6/13/2018,Belo Horizonte,1400,
2687,HL7348,SmartWatch,1,Norman,Jimbo,4/7/2018,Belo Horizonte,1400,
2694,HL8851,Notebook,3,Yasmim,Bittencourt,10/21/2018,Belo Horizonte,3500,
2745,HL8851,Notebook,5,Andreza,Ramos,6/15/2018,Belo Horizonte,3500,
2749,HL7348,SmartWatch,3,Luiza,Cabral,7/30/2018,Belo Horizonte,1400,
2768,HL1918,iPhone,5,Marina,Miranda,8/10/2018,Belo Horizonte,5300,
2774,HL9962,Android,5,Douglas,Rodrigues,8/17/2018,Belo Horizonte,3400,
2778,HL1918,iPhone,5,Pedro,Oliveira,11/28/2018,Belo Horizonte,5300,
2799,HL2714,Tablet,2,Caio,Ferreira,6/30/2018,Belo Horizonte,1600,
2820,HL8851,Notebook,4,Raul,Silveira,1/27/2018,Belo Horizonte,3500,
2821,HL2714,Tablet,4,Luiza,Ribeiro,2/12/2018,Belo Horizonte,1600,
2829,HL1918,iPhone,4,Jônatas,Castro,2/2/2018,Belo Horizonte,5300,
2843,HL8851,Notebook,1,Camila,Sobral,8/6/2018,Belo Horizonte,3500,
2853,HL4379,Televisão,2,Isabela,Chagas,7/28/2018,Belo Horizonte,2500,
2873,HL1918,iPhone,1,Arthur,Pereira,7/22/2018,Belo Horizonte,5300,
2875,HL9962,Android,3,Jéssica,Stefanelli,2/3/2018,Belo Horizonte,3400,
2890,HL2714,Tablet,2,Carolina,Bernardes,7/15/2018,Belo Horizonte,1600,
2904,HL4379,Televisão,1,Mateus,Duque,9/9/2018,Belo Horizonte,2500,
2937,HL4379,Televisão,4,Marcelo,Magalhães,12/2/2018,Belo Horizonte,2500,
2956,HL1148,Câmera,1,Vitor,Arruda,12/16/2018,Belo Horizonte,2100,
2963,HL1918,iPhone,4,Henrique,Oliveira,6/28/2018,Belo Horizonte,5300,
2987,HL4379,Televisão,2,Eduardo,Ferreira,11/10/2018,Belo Horizonte,2500,
2996,HL1918,iPhone,3,Luã,Sá,2/18/2018,Belo Horizonte,5300,
3018,HL1918,iPhone,5,Raphael,Coelho,8/11/2018,Belo Horizonte,5300,
3025,HL2714,Tablet,2,Raíssa,Nimer,3/11/2018,Belo Horizonte,1600,
3040,HL1918,iPhone,2,Philipe,Morete,1/30/2018,Belo Horizonte,5300,
3041,HL2714,Tablet,1,Thaís,Pereira,9/9/2018,Belo Horizonte,1600,
3075,HL1918,iPhone,4,Anna,Maia,4/5/2018,Belo Horizonte,5300,
3098,HL9962,Android,3,Juliana,Guimarães,4/3/2018,Belo Horizonte,3400,
3132,HL7348,SmartWatch,5,Roberta,Teixeira,10/14/2018,Belo Horizonte,1400,
3163,HL8851,Notebook,5,Gabrielle,Costa,8/9/2018,Belo Horizonte,3500,
3180,HL1918,iPhone,4,Fabio,Sepúlveda,3/25/2018,Belo Horizonte,5300,
3218,HL2714,Tablet,2,Arthur,Fernandes,4/6/2018,Belo Horizonte,1600,
3219,HL4379,Televisão,2,Livia,Codeceira,4/18/2018,Belo Horizonte,2500,
3226,HL4379,Televisão,3,Isabella,Santos,9/4/2018,Belo Horizonte,2500,
3236,HL4379,Televisão,1,Gabriel,Ribeiro,7/29/2018,Belo Horizonte,2500,
3281,HL8851,Notebook,1,Gustavo,Aragão,10/22/2018,Belo Horizonte,3500,
3317,HL1918,iPhone,3,Carolina,Silva,11/24/2018,Belo Horizonte,5300,
3324,HL4379,Televisão,3,Livia,Corrêa,4/11/2018,Belo Horizonte,2500,
3331,HL2714,Tablet,2,Rebeca,Manhães,9/13/2018,Belo Horizonte,1600,
3362,HL7348,SmartWatch,3,Patrícia,Fernandes,2/22/2018,Belo Horizonte,1400,
3370,HL1918,iPhone,4,Giuseppe,Bhering,9/6/2018,Belo Horizonte,5300,
3399,HL1918,iPhone,4,Paulo,Campos,4/21/2018,Belo Horizonte,5300,
3418,HL1918,iPhone,3,Lucas,Junior,6/12/2018,Belo Horizonte,5300,
3426,HL2714,Tablet,4,Gustavo,Thome,8/8/2018,Belo Horizonte,1600,
3435,HL4379,Televisão,5,Deysiane,Bach,9/28/2018,Belo Horizonte,2500,
3437,HL9962,Android,2,Bruna,Londero,1/6/2018,Belo Horizonte,3400,
3442,HL4379,Televisão,2,Juliana,Guimarães,5/31/2018,Belo Horizonte,2500,
3487,HL1918,iPhone,4,Mateus,Maia,3/30/2018,Belo Horizonte,5300,
3489,HL9962,Android,2,Adrielle,Vieira,10/1/2018,Belo Horizonte,3400,
3497,HL1918,iPhone,4,Fernanda,Junior,4/24/2018,Belo Horizonte,5300,
3563,HL1918,iPhone,1,José,Seixas,10/18/2018,Belo Horizonte,5300,
3577,HL1918,iPhone,4,Rafael,Wajnsztok,9/6/2018,Belo Horizonte,5300,
3603,HL4379,Televisão,5,Cícero,Ramos,6/24/2018,Belo Horizonte,2500,
3609,HL1918,iPhone,5,Luiz,Campista,2/11/2018,Belo Horizonte,5300,
3621,HL4379,Televisão,4,Carolina,Rocha,6/5/2018,Belo Horizonte,2500,
3622,HL1918,iPhone,4,Natalia,Accioly,2/20/2018,Belo Horizonte,5300,
3623,HL7348,SmartWatch,3,Philipe,Morete,2/2/2018,Belo Horizonte,1400,
3642,HL4379,Televisão,1,Breno,Costa,8/29/2018,Belo Horizonte,2500,
3647,HL9962,Android,1,Bruno,Temporal,2/2/2018,Belo Horizonte,3400,
3659,HL9962,Android,5,Breno,Farias,11/11/2018,Belo Horizonte,3400,
3664,HL9962,Android,3,Lívia,Tanaka,5/11/2018,Belo Horizonte,3400,
3665,HL8851,Notebook,1,Gustavo,Accardo,9/16/2018,Belo Horizonte,3500,
3706,HL9962,Android,5,Thales,Santos,6/28/2018,Belo Horizonte,3400,
3734,HL4379,Televisão,3,Mônica,Rotolo,9/6/2018,Belo Horizonte,2500,
3739,HL1148,Câmera,5,Alex,Fernandes,9/25/2018,Belo Horizonte,2100,
3743,HL1918,iPhone,4,Khaio,Mesquita,11/28/2018,Belo Horizonte,5300,
3761,HL9962,Android,1,Pedro,Macckione,8/31/2018,Belo Horizonte,3400,
3766,HL1148,Câmera,1,Arthur,Pereira,11/4/2018,Belo Horizonte,2100,
3772,HL1918,iPhone,4,Thiago,Veloso,1/9/2018,Belo Horizonte,5300,
3782,HL9962,Android,4,Paloma,Sperandei,4/3/2018,Belo Horizonte,3400,
3800,HL1918,iPhone,1,Carolina,Silva,8/22/2018,Belo Horizonte,5300,
3801,HL8851,Notebook,5,Thainá,Binello,9/18/2018,Belo Horizonte,3500,
3852,HL7348,SmartWatch,5,Raphael,Ferman,9/3/2018,Belo Horizonte,1400,
3868,HL1148,Câmera,3,Maike,Pereira,2/7/2018,Belo Horizonte,2100,
3873,HL8851,Notebook,1,Matheus,Figueiredo,3/13/2018,Belo Horizonte,3500,
3891,HL2714,Tablet,4,Ives,Barbosa,1/21/2018,Belo Horizonte,1600,
3901,HL7348,SmartWatch,3,Larissa,Jesus,6/22/2018,Belo Horizonte,1400,
3907,HL8851,Notebook,3,Eric,Júnior,3/15/2018,Belo Horizonte,3500,
3927,HL1918,iPhone,1,Aline,Andrade,2/27/2018,Belo Horizonte,5300,
3934,HL1918,iPhone,5,Andressa,Rotsztejn,8/21/2018,Belo Horizonte,5300,
3948,HL1918,iPhone,5,Bruno,Mota,4/20/2018,Belo Horizonte,5300,
3978,HL7348,SmartWatch,5,Victoria,Mazza,2/23/2018,Belo Horizonte,1400,
3999,HL1918,iPhone,3,Bernardo,Soares,12/16/2018,Belo Horizonte,5300,
4000,HL1148,Câmera,4,Pedro,Martins,7/20/2018,Belo Horizonte,2100,
4005,HL7348,SmartWatch,1,Alon,Pestana,1/7/2018,Belo Horizonte,1400,
4017,HL4379,Televisão,2,Raphael,Filho,7/11/2018,Belo Horizonte,2500,
4019,HL8851,Notebook,5,Thomáz,Rodriguez,5/19/2018,Belo Horizonte,3500,
4031,HL1918,iPhone,2,Bernardo,Nauenberg,10/6/2018,Belo Horizonte,5300,
4060,HL4379,Televisão,4,Luiza,Marques,7/1/2018,Belo Horizonte,2500,
4067,HL7348,SmartWatch,2,William,Mendonça,11/12/2018,Belo Horizonte,1400,
4081,HL8851,Notebook,5,Anízio,Carvalho,1/9/2018,Belo Horizonte,3500,
4100,HL7348,SmartWatch,2,Jônatas,Castro,7/4/2018,Belo Horizonte,1400,
4114,HL1918,iPhone,1,Pedro,Costa,9/20/2018,Belo Horizonte,5300,
4117,HL1918,iPhone,4,Luiz,Mendonça,7/28/2018,Belo Horizonte,5300,
4118,HL1918,iPhone,5,Henrique,Oliveira,1/21/2018,Belo Horizonte,5300,
4120,HL1918,iPhone,2,Cassio,Faria,12/23/2018,Belo Horizonte,5300,
4124,HL1918,iPhone,1,Mateus,Polastri,10/24/2018,Belo Horizonte,5300,
4142,HL1918,iPhone,1,Paula,Cavalcanti,6/18/2018,Belo Horizonte,5300,
4156,HL7348,SmartWatch,2,David,Vasconcelos,11/4/2018,Belo Horizonte,1400,
4160,HL1918,iPhone,2,Fabio,Ramos,4/26/2018,Belo Horizonte,5300,
4167,HL1148,Câmera,3,Natali,Rangel,11/23/2018,Belo Horizonte,2100,
4182,HL1918,iPhone,2,Marina,Cormack,7/15/2018,Belo Horizonte,5300,
4187,HL1918,iPhone,1,Eric,Carvalho,9/20/2018,Belo Horizonte,5300,
4242,HL1148,Câmera,4,Bruna,Rangel,6/25/2018,Belo Horizonte,2100,
4254,HL2714,Tablet,2,Lucas,Reis,10/29/2018,Belo Horizonte,1600,
4255,HL1918,iPhone,3,Luiza,Marques,4/17/2018,Belo Horizonte,5300,
4268,HL1918,iPhone,3,Thales,Portillo,10/28/2018,Belo Horizonte,5300,
4295,HL1918,iPhone,3,Roger,Rosa,12/24/2018,Belo Horizonte,5300,
4300,HL8851,Notebook,1,Stefan,Santos,8/21/2018,Belo Horizonte,3500,
4317,HL4379,Televisão,2,Pedro,Costa,4/18/2018,Belo Horizonte,2500,
4354,HL1918,iPhone,2,Marina,Perdomo,1/1/2018,Belo Horizonte,5300,
4365,HL1918,iPhone,2,Bárbara,Lima,10/8/2018,Belo Horizonte,5300,
4368,HL1148,Câmera,3,Luiza,Farias,4/28/2018,Belo Horizonte,2100,
4376,HL4379,Televisão,2,Felipe,Paulo,1/10/2018,Belo Horizonte,2500,
4379,HL1918,iPhone,5,Luiz,Marinho,2/6/2018,Belo Horizonte,5300,
4388,HL9962,Android,3,Pedro,Rodrigues,11/18/2018,Belo Horizonte,3400,
4401,HL4379,Televisão,1,Luiz,Xavier,3/6/2018,Belo Horizonte,2500,
4421,HL4379,Televisão,2,Leonardo,Faria,12/19/2018,Belo Horizonte,2500,
4428,HL8851,Notebook,3,Vivianne,Rodrigues,2/19/2018,Belo Horizonte,3500,
4445,HL2714,Tablet,4,Priscila,Vogel,2/27/2018,Belo Horizonte,1600,
4448,HL8851,Notebook,1,Laura,Araujo,7/3/2018,Belo Horizonte,3500,
4449,HL8851,Notebook,5,Michelle,Pereira,9/2/2018,Belo Horizonte,3500,
4469,HL1148,Câmera,5,Leandro,Rodrigues,6/18/2018,Belo Horizonte,2100,
4474,HL4379,Televisão,2,Julia,Aliani,5/19/2018,Belo Horizonte,2500,
4477,HL8851,Notebook,1,Felipe,Cavalcanti,11/13/2018,Belo Horizonte,3500,
4490,HL7348,SmartWatch,2,Livia,Cozendey,8/15/2018,Belo Horizonte,1400,
4491,HL1918,iPhone,3,Natália,Appel,9/1/2018,Belo Horizonte,5300,
4516,HL1918,iPhone,5,Andressa,Nóbrega,8/9/2018,Belo Horizonte,5300,
4531,HL1918,iPhone,4,Joao,Silva,11/24/2018,Belo Horizonte,5300,
4553,HL9962,Android,1,José,Carvalho,4/12/2018,Belo Horizonte,3400,
4562,HL4379,Televisão,3,Henrique,Lencastre,2/21/2018,Belo Horizonte,2500,
4568,HL4379,Televisão,1,Julie,Ferreira,2/25/2018,Belo Horizonte,2500,
4571,HL4379,Televisão,3,Lara,Moreira,11/20/2018,Belo Horizonte,2500,
4573,HL1918,iPhone,5,Gustavo,Thome,7/6/2018,Belo Horizonte,5300,
4605,HL1918,iPhone,2,Luis,Silva,12/4/2018,Belo Horizonte,5300,
4627,HL9962,Android,3,Miguel,Carneiro,2/12/2018,Belo Horizonte,3400,
4645,HL4379,Televisão,4,Laura,Araujo,1/3/2018,Belo Horizonte,2500,
4650,HL1148,Câmera,4,Bárbara,Lima,7/1/2018,Belo Horizonte,2100,
4686,HL4379,Televisão,2,Rafael,Carneiro,8/30/2018,Belo Horizonte,2500,
4696,HL1918,iPhone,1,Paula,Calbucci,7/7/2018,Belo Horizonte,5300,
4717,HL1918,iPhone,2,Pedro,Macckione,7/30/2018,Belo Horizonte,5300,
4723,HL8851,Notebook,5,Brenno,Miranda,5/23/2018,Belo Horizonte,3500,
4735,HL4379,Televisão,3,Pedro,Macckione,9/30/2018,Belo Horizonte,2500,
4748,HL8851,Notebook,4,Wendela,Mariz,7/16/2018,Belo Horizonte,3500,
4755,HL8851,Notebook,3,Pedro,Sena,10/5/2018,Belo Horizonte,3500,
4756,HL7348,SmartWatch,4,João,Abraçado,6/25/2018,Belo Horizonte,1400,
4766,HL1918,iPhone,1,Marcela,Johnson,8/26/2018,Belo Horizonte,5300,
4788,HL2714,Tablet,3,Beatriz,Rocha,2/17/2018,Belo Horizonte,1600,
4811,HL1918,iPhone,2,Daniel,Nauenberg,1/19/2018,Belo Horizonte,5300,
4880,HL4379,Televisão,5,Juliana,Souza,3/31/2018,Belo Horizonte,2500,
