,SKU,Produto,Quantidade Vendida,Primeiro Nome,Sobrenome,Data,Loja,Preco Unitario,Unnamed: 8
617,HL2714,Tablet,4,Rachel,Silva,12/8/2018,Recife,1600,
619,HL7348,SmartWatch,5,Gabriel,Thome,2/5/2018,Recife,1400,
623,HL8851,Notebook,5,Pedro,Santos,1/27/2018,Recife,3500,
647,HL1148,Câmera,1,Amanda,Braga,3/19/2018,Recife,2100,
667,HL9962,Android,1,Ana,Almeida,1/5/2018,Recife,3400,
669,HL1918,iPhone,2,Bianca,Tatsch,12/22/2018,Recife,5300,
671,HL4379,Televisão,4,Aline,Mello,10/4/2018,Recife,2500,
674,HL1918,iPhone,4,Pedro,Jorge,6/20/2018,Recife,5300,
676,HL9962,Android,3,Henrique,Lencastre,5/5/2018,Recife,3400,
687,HL4379,Televisão,1,Victor,Gomes,5/24/2018,Recife,2500,
694,HL9962,Android,5,Luiza,Ribeiro,7/28/2018,Recife,3400,
709,HL1918,iPhone,2,Débora,Lopes,10/3/2018,Recife,5300,
722,HL1918,iPhone,3,Bernardo,Botelho,8/24/2018,Recife,5300,
746,HL4379,Televisão,5,Vanessa,Bach,5/29/2018,Recife,2500,
749,HL8851,Notebook,5,Hércules,Júnior,7/12/2018,Recife,3500,
769,HL1918,iPhone,3,Rogério,Pereira,1/23/2018,Recife,5300,
804,HL1918,iPhone,2,Khaio,Mesquita,11/30/2018,Recife,5300,
811,HL1918,iPhone,3,Raíssa,Nimer,1/31/2018,Recife,5300,
816,HL4379,Televisão,1,Lucas,Assunção,11/1/2018,Recife,2500,
819,HL7348,SmartWatch,3,Thales,Portillo,6/24/2018,Recife,1400,
842,HL8851,Notebook,4,Mariana,Baptista,6/6/2018,Recife,3500,
857,HL9962,Android,4,Luiz,Almeida,4/3/2018,Recife,3400,
877,HL1918,iPhone,1,Maria,Cardoso,10/16/2018,Recife,5300,
909,HL9962,Android,1,Daniel,Nauenberg,4/20/2018,Recife,3400,
914,HL4379,Televisão,2,Luiz,Freire,9/15/2018,Recife,2500,
931,HL4379,Televisão,2,Pedro,Buraco,4/22/2018,Recife,2500,
932,HL1918,iPhone,2,Thomaz,Ferreira,3/12/2018,Recife,5300,
950,HL1918,iPhone,4,Lucas,Freire,5/27/2018,Recife,5300,
954,HL1918,iPhone,5,Caroline,Pinto,1/28/2018,Recife,5300,
962,HL1918,iPhone,4,Daniel,Cardoso,11/1/2018,Recife,5300,
967,HL1918,iPhone,5,Raíssa,Oliveira,6/9/2018,Recife,5300,
971,HL7348,SmartWatch,5,Livia,Cozendey,10/9/2018,Recife,1400,
974,HL1918,iPhone,3,Matheus,Sapir,1/8/2018,Recife,5300,
978,HL1918,iPhone,5,Samara,Pinto,8/14/2018,Recife,5300,
980,HL1148,Câmera,5,Ana,Almeida,8/13/2018,Recife,2100,
985,HL7348,SmartWatch,4,Chan,Santos,8/23/2018,Recife,1400,
1012,HL7348,SmartWatch,2,Yasmim,Verly,10/9/2018,Recife,1400,
1027,HL8851,Notebook,2,Helvio,Pedrosa,7/20/2018,Recife,3500,
1032,HL2714,Tablet,5,Dykson,Silva,11/25/2018,Recife,1600,
1039,HL1918,iPhone,1,Mateus,Maia,4/18/2018,Recife,5300,
1049,HL4379,Televisão,4,Carlos,Araujo,10/8/2018,Recife,2500,
1073,HL1918,iPhone,1,Andressa,Nóbrega,2/22/2018,Recife,5300,
1099,HL9962,Android,2,Antonio,Bernhardt,11/10/2018,Recife,3400,
1110,HL1918,iPhone,5,Marina,Perdomo,3/9/2018,Recife,5300,
1112,HL4379,Televisão,4,Fernanda,Bhering,11/19/2018,Recife,2500,
1130,HL4379,Televisão,5,Bruno,Silva,2/18/2018,Recife,2500,
1135,HL1918,iPhone,2,Carolina,Motta,7/28/2018,Recife,5300,
1137,HL4379,Televisão,4,Julia,Aliani,7/31/2018,Recife,2500,
1144,HL9962,Android,5,Beatriz,Perdomo,4/4/2018,Recife,3400,
1155,HL1148,Câmera,2,Marcela,Medeiros,10/30/2018,Recife,2100,
1156,HL9962,Android,2,Eduardo,Vargas,9/25/2018,Recife,3400,
1172,HL4379,Televisão,1,Eduardo,Vargas,8/24/2018,Recife,2500,
1188,HL7348,SmartWatch,3,Ana,Campos,4/12/2018,Recife,1400,
1190,HL9962,Android,1,Gabriel,Silva,7/15/2018,Recife,3400,
1201,HL2714,Tablet,4,Gabriel,Rocha,1/13/2018,Recife,1600,
1225,HL4379,Televisão,3,Jéssica,Stefanelli,5/22/2018,Recife,2500,
1237,HL1918,iPhone,4,Wellington,Duarte,12/20/2018,Recife,5300,
1239,HL1918,iPhone,5,Brenno,Santos,8/30/2018,Recife,5300,
1243,HL4379,Televisão,1,Stefan,Santos,9/15/2018,Recife,2500,
1312,HL2714,Tablet,5,Marina,Mesquita,11/21/2018,Recife,1600,
1316,HL4379,Televisão,3,Bruna,Franco,10/22/2018,Recife,2500,
1320,HL1148,Câmera,4,Luiza,Farias,12/31/2018,Recife,2100,
1322,HL7348,SmartWatch,4,Roberta,Nogueira,8/17/2018,Recife,1400,
1323,HL1918,iPhone,1,Diego,Barros,11/26/2018,Recife,5300,
1324,HL1918,iPhone,5,Joao,Pereira,10/1/2018,Recife,5300,
1414,HL1918,iPhone,5,Amanda,Delgado,5/25/2018,Recife,5300,
1425,HL1918,iPhone,1,Eric,Carvalho,10/25/2018,Recife,5300,
1453,HL1918,iPhone,1,Stefan,Nunes,2/24/2018,Recife,5300,
1458,HL1918,iPhone,3,Carlos,Mesquita,1/14/2018,Recife,5300,
1472,HL1148,Câmera,3,Raul,Junqueira,5/16/2018,Recife,2100,
1479,HL7348,SmartWatch,3,Vitor,Arruda,6/25/2018,Recife,1400,
1480,HL1918,iPhone,3,Amanda,Delgado,4/8/2018,Recife,5300,
1493,HL1918,iPhone,2,Sylvio,Bernhardt,5/8/2018,Recife,5300,
1495,HL2714,Tablet,5,Camille,Silva,5/14/2018,Recife,1600,
1504,HL1148,Câmera,4,Bruno,Velucci,3/29/2018,Recife,2100,
1505,HL1148,Câmera,2,Thaís,Ribeiro,11/6/2018,Recife,2100,
1525,HL7348,SmartWatch,5,Marina,Gama,2/18/2018,Recife,1400,
1557,HL4379,Televisão,2,Jéssica,Resinente,12/24/2018,Recife,2500,
1559,HL4379,Televisão,5,Luis,Oliveira,3/3/2018,Recife,2500,
1568,HL1918,iPhone,2,Vanessa,Bach,3/17/2018,Recife,5300,
1576,HL1918,iPhone,4,Lucas,Neto,4/18/2018,Recife,5300,
1586,HL9962,Android,4,David,Assumpção,6/13/2018,Recife,3400,
1588,HL1918,iPhone,3,Guilherme,Vianna,5/2/2018,Recife,5300,
1592,HL1148,Câmera,1,Diego,Marchesi,4/22/2018,Recife,2100,
1595,HL1918,iPhone,4,Isabel,Mesquita,2/20/2018,Recife,5300,
1596,HL1148,Câmera,5,Lázaro,Villanova,11/11/2018,Recife,2100,
1637,HL9962,Android,1,Caroline,Aquino,11/5/2018,Recife,3400,
1664,HL9962,Android,3,José,Fonseca,10/23/2018,Recife,3400,
1678,HL1918,iPhone,3,Daniela,Andrada,4/24/2018,Recife,5300,
1688,HL2714,Tablet,5,Silvio,Provenzano,7/19/2018,Recife,1600,
1689,HL1918,iPhone,1,Thales,Portillo,12/8/2018,Recife,5300,
1699,HL4379,Televisão,5,Natalia,Marinho,6/24/2018,Recife,2500,
1714,HL4379,Televisão,5,Marina,Marins,4/18/2018,Recife,2500,
1738,HL4379,Televisão,5,Andre,Sampaio,12/3/2018,Recife,2500,
1745,HL1918,iPhone,2,Juliana,Mesquita,7/3/2018,Recife,5300,
1746,HL8851,Notebook,1,Pedro,Sena,9/5/2018,Recife,3500,
1765,HL1918,iPhone,4,Diogo,Ressurreição,4/1/2018,Recife,5300,
1822,HL1148,Câmera,1,Débora,Lopes,4/19/2018,Recife,2100,
1827,HL9962,Android,1,Wilson,Brandão,2/13/2018,Recife,3400,
1900,HL4379,Televisão,2,Henrique,Oliveira,8/27/2018,Recife,2500,
1901,HL1918,iPhone,1,Marina,Mesquita,8/20/2018,Recife,5300,
1902,HL1918,iPhone,2,Pedro,Rodrigues,7/23/2018,Recife,5300,
1903,HL1918,iPhone,5,Giulia,Lopes,10/8/2018,Recife,5300,
1905,HL9962,Android,4,Paola,Abreu,7/20/2018,Recife,3400,
1908,HL2714,Tablet,4,Nathan,Cunha,8/12/2018,Recife,1600,
1946,HL1918,iPhone,2,Nathan,Morelli,12/16/2018,Recife,5300,
1983,HL4379,Televisão,4,Ana,Leite,10/29/2018,Recife,2500,
1984,HL8851,Notebook,5,Luis,Silva,9/21/2018,Recife,3500,
2013,HL4379,Televisão,5,Lucas,Junior,9/1/2018,Recife,2500,
2023,HL7348,SmartWatch,3,Victor,Soares,8/11/2018,Recife,1400,
2042,HL1918,iPhone,5,Clarissa,Santos,3/17/2018,Recife,5300,
2074,HL1918,iPhone,5,Guido,Monteiro,5/17/2018,Recife,5300,
2087,HL9962,Android,1,Raísa,Berto,1/9/2018,Recife,3400,
2091,HL4379,Televisão,3,Adrielle,Vieira,3/30/2018,Recife,2500,
2094,HL4379,Televisão,3,Thainá,Binello,11/14/2018,Recife,2500,
2103,HL1918,iPhone,1,Victor,Zakhm,8/17/2018,Recife,5300,
2108,HL9962,Android,1,Gabriel,Garcia,12/28/2018,Recife,3400,
2122,HL8851,Notebook,5,Milena,Alcoforado,4/7/2018,Recife,3500,
2126,HL2714,Tablet,4,Arthur,Pereira,7/26/2018,Recife,1600,
2151,HL8851,Notebook,4,Marcos,Nucci,1/3/2018,Recife,3500,
2173,HL4379,Televisão,3,Jonatas,Essaber,10/3/2018,Recife,2500,
2228,HL9962,Android,4,Jackson,Derossi,11/2/2018,Recife,3400,
2235,HL9962,Android,1,Raísa,Rodrigues,1/22/2018,Recife,3400,
2238,HL4379,Televisão,3,Adrielle,Vieira,5/13/2018,Recife,2500,
2285,HL4379,Televisão,5,Myllena,Corrêa,8/18/2018,Recife,2500,
2290,HL1918,iPhone,3,Gabrielle,Viríssimo,11/2/2018,Recife,5300,
2314,HL1918,iPhone,5,Jeferson,Sone,11/26/2018,Recife,5300,
2334,HL2714,Tablet,4,Pedro,Ronfini,3/24/2018,Recife,1600,
2341,HL1918,iPhone,5,Wilson,Miranda,5/31/2018,Recife,5300,
2343,HL4379,Televisão,4,Daniel,Felippe,7/8/2018,Recife,2500,
2358,HL8851,Notebook,2,Matheus,Miranda,5/16/2018,Recife,3500,
2359,HL4379,Televisão,5,Fernanda,Junior,1/5/2018,Recife,2500,
2369,HL9962,Android,4,Amanda,Felippe,1/19/2018,Recife,3400,
2406,HL7348,SmartWatch,3,Carolina,Figueiredo,3/3/2018,Recife,1400,
2419,HL2714,Tablet,1,Matheus,Gomes,12/16/2018,Recife,1600,
2441,HL8851,Notebook,2,Julia,Leig,7/20/2018,Recife,3500,
2453,HL9962,Android,2,Daniel,Sousa,12/3/2018,Recife,3400,
2465,HL1918,iPhone,3,Rafaela,Gomes,8/27/2018,Recife,5300,
2471,HL1918,iPhone,4,Lucas,Chagas,1/26/2018,Recife,5300,
2479,HL2714,Tablet,2,Felipe,Júnior,1/6/2018,Recife,1600,
2484,HL2714,Tablet,5,Ruan,Lopes,10/30/2018,Recife,1600,
2487,HL7348,SmartWatch,5,Luis,Oliveira,10/5/2018,Recife,1400,
2501,HL8851,Notebook,4,Lorena,Kohn,7/15/2018,Recife,3500,
2505,HL9962,Android,5,Tiago,Pereira,3/8/2018,Recife,3400,
2515,HL1918,iPhone,1,Mariana,Miranda,8/23/2018,Recife,5300,
2524,HL1918,iPhone,1,João,Menezes,9/21/2018,Recife,5300,
2561,HL1918,iPhone,3,Bruna,Londero,4/17/2018,Recife,5300,
2563,HL1148,Câmera,3,Gustavo,Thome,8/8/2018,Recife,2100,
2568,HL8851,Notebook,1,Guilherme,Lima,8/6/2018,Recife,3500,
2573,HL4379,Televisão,1,Carlos,Barbosa,2/14/2018,Recife,2500,
2591,HL1918,iPhone,5,Nathalia,Ventura,11/2/2018,Recife,5300,
2604,HL4379,Televisão,5,Felipe,Jorge,12/31/2018,Recife,2500,
2607,HL2714,Tablet,3,Diego,Marchesi,6/9/2018,Recife,1600,
2615,HL1918,iPhone,5,Mariane,Racy,11/7/2018,Recife,5300,
2616,HL1918,iPhone,3,Gustavo,Gomes,11/17/2018,Recife,5300,
2618,HL1918,iPhone,5,Matheus,Silva,9/24/2018,Recife,5300,
2640,HL7348,SmartWatch,3,Caio,Fernandes,5/24/2018,Recife,1400,
2651,HL1148,Câmera,1,Caroline,Cavalcanti,6/23/2018,Recife,2100,
2656,HL8851,Notebook,3,Bianca,Allevato,3/13/2018,Recife,3500,
2682,HL1148,Câmera,4,Victor,Gomes,4/2/2018,Recife,2100,
2683,HL8851,Notebook,2,Victor,Lira,10/9/2018,Recife,3500,
2698,HL1918,iPhone,3,Victor,Gomes,12/24/2018,Recife,5300,
2705,HL2714,Tablet,5,Lucas,Chagas,12/5/2018,Recife,1600,
2716,HL8851,Notebook,1,Carlos,Araujo,4/19/2018,Recife,3500,
2719,HL1148,Câmera,3,Bianca,Allevato,2/19/2018,Recife,2100,
2722,HL1148,Câmera,2,Luis,Garcia,6/9/2018,Recife,2100,
2732,HL1918,iPhone,2,Julia,Silva,2/5/2018,Recife,5300,
2755,HL4379,Televisão,4,Clara,Silveira,12/25/2018,Recife,2500,
2780,HL2714,Tablet,4,Fabio,Ramos,7/18/2018,Recife,1600,
2782,HL8851,Notebook,5,Luiz,Conceição,2/19/2018,Recife,3500,
2786,HL1918,iPhone,5,Daniel,Monteiro,6/14/2018,Recife,5300,
2792,HL9962,Android,4,Ana,Soledade,2/9/2018,Recife,3400,
2815,HL1918,iPhone,5,Sthefeson,Pereira,12/11/2018,Recife,5300,
2817,HL2714,Tablet,1,Rodrigo,Feijo,9/29/2018,Recife,1600,
2819,HL8851,Notebook,2,Breno,Costa,1/25/2018,Recife,3500,
2824,HL1918,iPhone,1,Pedro,Bitencourt,8/5/2018,Recife,5300,
2878,HL1918,iPhone,2,Bernardo,Borges,2/4/2018,Recife,5300,
2895,HL1918,iPhone,1,Deysiane,Bach,3/21/2018,Recife,5300,
2899,HL1918,iPhone,4,Norman,Jimbo,4/5/2018,Recife,5300,
2903,HL9962,Android,1,Gabrielle,Viríssimo,9/27/2018,Recife,3400,
2905,HL8851,Notebook,1,João,Peçanha,1/18/2018,Recife,3500,
2916,HL4379,Televisão,1,Mariana,Barrozo,8/10/2018,Recife,2500,
2924,HL7348,SmartWatch,2,Ana,Silva,4/21/2018,Recife,1400,
2949,HL2714,Tablet,4,Sarah,Souza,7/25/2018,Recife,1600,
2959,HL9962,Android,5,Ana,Soledade,11/25/2018,Recife,3400,
2973,HL4379,Televisão,1,Caio,Fernandes,8/17/2018,Recife,2500,
2978,HL7348,SmartWatch,3,Luis,Silva,3/30/2018,Recife,1400,
2983,HL7348,SmartWatch,4,Henrique,Oliveira,12/7/2018,Recife,1400,
2988,HL1918,iPhone,2,Beatriz,Almeida,2/15/2018,Recife,5300,
2990,HL4379,Televisão,2,Lucas,Freire,7/31/2018,Recife,2500,
2991,HL7348,SmartWatch,4,Paulo,Campos,10/30/2018,Recife,1400,
3012,HL8851,Notebook,1,Renan,Cunha,9/19/2018,Recife,3500,
3016,HL4379,Televisão,3,Paola,Abreu,10/1/2018,Recife,2500,
3031,HL1148,Câmera,1,Lucas,Cavalcanti,5/2/2018,Recife,2100,
3053,HL9962,Android,5,João,Monteiro,11/14/2018,Recife,3400,
3097,HL9962,Android,5,Carolina,Vasconcelos,2/20/2018,Recife,3400,
3123,HL1148,Câmera,5,Giulia,Lopes,9/29/2018,Recife,2100,
3150,HL1918,iPhone,4,Marina,Perdomo,8/2/2018,Recife,5300,
3173,HL9962,Android,5,Joyce,Souza,6/29/2018,Recife,3400,
3181,HL1918,iPhone,1,Brenno,Santos,2/2/2018,Recife,5300,
3186,HL7348,SmartWatch,3,Caio,Ferreira,3/3/2018,Recife,1400,
3192,HL7348,SmartWatch,3,Rojane,Lima,5/19/2018,Recife,1400,
3200,HL4379,Televisão,1,Fernanda,Junior,4/25/2018,Recife,2500,
3212,HL1918,iPhone,2,Pedro,Xavier,6/22/2018,Recife,5300,
3215,HL4379,Televisão,1,Marina,Aragão,8/8/2018,Recife,2500,
3217,HL2714,Tablet,2,Matheus,Ramos,11/2/2018,Recife,1600,
3249,HL2714,Tablet,3,Aline,Andrade,1/10/2018,Recife,1600,
3271,HL7348,SmartWatch,4,Pedro,Jorge,10/21/2018,Recife,1400,
3295,HL2714,Tablet,5,Ana,Michetti,3/12/2018,Recife,1600,
3306,HL1918,iPhone,2,Rebeca,Reis,7/12/2018,Recife,5300,
3358,HL9962,Android,3,Patrícia,Amaral,12/15/2018,Recife,3400,
3368,HL2714,Tablet,3,Viviane,Cunha,12/24/2018,Recife,1600,
3369,HL1918,iPhone,3,João,Aires,3/1/2018,Recife,5300,
3376,HL1918,iPhone,3,Carolina,Santos,8/19/2018,Recife,5300,
3385,HL9962,Android,3,Pedro,Santana,6/28/2018,Recife,3400,
3388,HL1918,iPhone,4,Catarina,Teixeira,3/31/2018,Recife,5300,
3391,HL4379,Televisão,3,Gabriel,Azevedo,1/1/2018,Recife,2500,
3438,HL1918,iPhone,3,Elaine,Santos,10/25/2018,Recife,5300,
3470,HL1148,Câmera,4,Rafaela,Rodrigues,1/11/2018,Recife,2100,
3473,HL8851,Notebook,4,Matheus,Figueiredo,3/18/2018,Recife,3500,
3480,HL1918,iPhone,2,Jônatas,Tanaka,8/26/2018,Recife,5300,
3506,HL1918,iPhone,4,Rafaela,Feio,7/18/2018,Recife,5300,
3518,HL4379,Televisão,4,Carlos,Souza,9/3/2018,Recife,2500,
3531,HL4379,Televisão,4,Cícero,Lima,6/28/2018,Recife,2500,
3536,HL9962,Android,5,Pedro,Ronfini,3/28/2018,Recife,3400,
3551,HL1918,iPhone,4,Silvio,Fahrnholz,11/23/2018,Recife,5300,
3583,HL4379,Televisão,4,Michelle,Miura,4/23/2018,Recife,2500,
3641,HL7348,SmartWatch,4,Wen,Santos,3/13/2018,Recife,1400,
3648,HL1918,iPhone,1,Matheus,Delgado,7/10/2018,Recife,5300,
3652,HL2714,Tablet,2,Ana,Soledade,5/10/2018,Recife,1600,
3673,HL7348,SmartWatch,1,Diego,Rodrigues,2/12/2018,Recife,1400,
3680,HL9962,Android,1,Isabella,Montanholi,6/28/2018,Recife,3400,
3694,HL4379,Televisão,5,Patrícia,Fernandes,7/28/2018,Recife,2500,
3703,HL2714,Tablet,3,Hygor,Essaber,12/21/2018,Recife,1600,
3806,HL1918,iPhone,4,Bernardo,Botelho,3/2/2018,Recife,5300,
3815,HL9962,Android,4,Carlos,Souza,1/26/2018,Recife,3400,
3819,HL4379,Televisão,1,Carlos,Barbosa,6/19/2018,Recife,2500,
3861,HL1918,iPhone,2,Sandy,Figueiredo,11/25/2018,Recife,5300,
3870,HL1918,iPhone,5,Paulo,Campos,10/24/2018,Recife,5300,
3871,HL8851,Notebook,5,Marcelo,Pereira,8/31/2018,Recife,3500,
3874,HL8851,Notebook,5,Bernardo,Soares,4/14/2018,Recife,3500,
3882,HL1918,iPhone,1,Carlos,Mesquita,11/19/2018,Recife,5300,
3893,HL1918,iPhone,3,Raphael,Rezende,3/5/2018,Recife,5300,
3909,HL4379,Televisão,2,Ana,Soledade,6/8/2018,Recife,2500,
3919,HL8851,Notebook,2,Bárbara,Lima,8/28/2018,Recife,3500,
3922,HL1918,iPhone,4,Rodrigo,Mendes,5/24/2018,Recife,5300,
3929,HL1148,Câmera,2,Giovanna,Santos,4/23/2018,Recife,2100,
3941,HL4379,Televisão,5,Bernardo,Ribeiro,7/3/2018,Recife,2500,
3943,HL1918,iPhone,4,Gabriel,Assis,10/27/2018,Recife,5300,
3947,HL1918,iPhone,1,Roberto,Mattos,12/28/2018,Recife,5300,
3952,HL1918,iPhone,5,Raul,Silveira,1/1/2018,Recife,5300,
3953,HL9962,Android,1,Paula,Cavalcanti,9/25/2018,Recife,3400,
3972,HL9962,Android,1,Diogo,Peixoto,4/30/2018,Recife,3400,
3974,HL1918,iPhone,2,Júlio,Freire,11/1/2018,Recife,5300,
4003,HL7348,SmartWatch,3,Luis,Silva,8/8/2018,Recife,1400,
4007,HL8851,Notebook,5,Roberta,Pimenta,9/8/2018,Recife,3500,
4023,HL9962,Android,2,Carlos,Assis,6/30/2018,Recife,3400,
4037,HL1918,iPhone,3,Juliana,Hollander,12/20/2018,Recife,5300,
4038,HL1918,iPhone,5,Isabela,Teixeira,9/3/2018,Recife,5300,
4041,HL7348,SmartWatch,5,Mônica,Rotolo,10/31/2018,Recife,1400,
4043,HL7348,SmartWatch,1,Juliana,Hollander,12/26/2018,Recife,1400,
4085,HL8851,Notebook,1,Felipe,Cavalcanti,9/17/2018,Recife,3500,
4089,HL1918,iPhone,5,Bruna,Soares,9/30/2018,Recife,5300,
4094,HL1148,Câmera,1,Glenda,Santos,2/7/2018,Recife,2100,
4103,HL1918,iPhone,3,Gustavo,Accardo,5/6/2018,Recife,5300,
4105,HL9962,Android,1,Felipe,Mendonça,8/25/2018,Recife,3400,
4137,HL1918,iPhone,2,Carolina,Santos,2/19/2018,Recife,5300,
4145,HL1148,Câmera,2,Eduardo,Nunes,5/12/2018,Recife,2100,
4152,HL1148,Câmera,1,Laura,Araujo,10/28/2018,Recife,2100,
4157,HL4379,Televisão,1,Ian,Almeida,10/11/2018,Recife,2500,
4158,HL8851,Notebook,1,Jorge,Carvalho,10/9/2018,Recife,3500,
4168,HL1918,iPhone,3,Hércules,Júnior,8/25/2018,Recife,5300,
4179,HL1148,Câmera,4,Adrielle,Gabriel,8/11/2018,Recife,2100,
4186,HL8851,Notebook,5,Matheus,Tostes,2/15/2018,Recife,3500,
4188,HL1918,iPhone,5,Thales,Santos,3/27/2018,Recife,5300,
4194,HL1148,Câmera,1,Eric,Júnior,5/7/2018,Recife,2100,
4218,HL4379,Televisão,1,Guilherme,Monteiro,5/10/2018,Recife,2500,
4270,HL4379,Televisão,5,Diego,Mello,9/16/2018,Recife,2500,
4276,HL4379,Televisão,4,Daniel,Terra,4/5/2018,Recife,2500,
4278,HL1918,iPhone,5,Guilherme,Vianna,8/3/2018,Recife,5300,
4281,HL9962,Android,1,Mariane,Racy,7/19/2018,Recife,3400,
4287,HL4379,Televisão,4,Giovana,Vilela,10/2/2018,Recife,2500,
4294,HL4379,Televisão,1,Gabrielle,Viríssimo,6/2/2018,Recife,2500,
4328,HL2714,Tablet,2,João,Ribeiro,12/27/2018,Recife,1600,
4363,HL9962,Android,5,Anna,Silva,4/21/2018,Recife,3400,
4409,HL7348,SmartWatch,1,Pedro,Dalforne,5/4/2018,Recife,1400,
4411,HL7348,SmartWatch,5,Pedro,Macckione,10/5/2018,Recife,1400,
4429,HL9962,Android,4,Larissa,Nauenberg,1/22/2018,Recife,3400,
4444,HL1148,Câmera,4,Bianca,Allevato,8/6/2018,Recife,2100,
4466,HL2714,Tablet,2,Felipe,Paulo,1/19/2018,Recife,1600,
4468,HL1918,iPhone,5,Victoria,Tavares,6/19/2018,Recife,5300,
4471,HL4379,Televisão,5,Marcelo,Magalhães,9/1/2018,Recife,2500,
4478,HL8851,Notebook,2,Alexandre,Rodriguez,6/3/2018,Recife,3500,
4481,HL1918,iPhone,5,Renan,Ventura,2/17/2018,Recife,5300,
4494,HL1918,iPhone,4,Renan,Nucci,10/27/2018,Recife,5300,
4507,HL2714,Tablet,3,Isabel,Mesquita,11/30/2018,Recife,1600,
4541,HL1918,iPhone,1,Eduardo,Lopes,8/5/2018,Recife,5300,
4557,HL4379,Televisão,1,Amanda,Braga,12/11/2018,Recife,2500,
4576,HL9962,Android,3,Breno,Britto,11/3/2018,Recife,3400,
4587,HL4379,Televisão,4,Raphael,Coelho,1/3/2018,Recife,2500,
4665,HL9962,Android,4,Daniel,Ortiz,10/8/2018,Recife,3400,
4670,HL1918,iPhone,2,Adrielle,Gabriel,7/12/2018,Recife,5300,
4674,HL4379,Televisão,2,Jéssica,Teixeira,10/1/2018,Recife,2500,
4684,HL1918,iPhone,3,Lucas,Assunção,12/17/2018,Recife,5300,
4689,HL2714,Tablet,4,Caroline,Pinto,4/30/2018,Recife,1600,
4695,HL1918,iPhone,5,Guilherme,Monteiro,6/12/2018,Recife,5300,
4705,HL8851,Notebook,3,Carolina,Figueiredo,2/28/2018,Recife,3500,
4716,HL1918,iPhone,2,Rebeca,Reis,8/31/2018,Recife,5300,
4722,HL4379,Televisão,4,Guilherme,Jordao,10/27/2018,Recife,2500,
4765,HL1918,iPhone,4,Pedro,Delgado,2/1/2018,Recife,5300,
4770,HL8851,Notebook,3,Pedro,Cardoso,8/17/2018,Recife,3500,
