,SKU,Produto,Quantidade Vendida,Primeiro Nome,Sobrenome,Data,Loja,Preco Unitario,Unnamed: 8
861,HL9962,Android,5,Guilherme,Assis,8/26/2018,Fortaleza,3400,
867,HL4379,Televisão,5,Ana,Leite,9/5/2018,Fortaleza,2500,
871,HL7348,SmartWatch,1,Hércules,Moreira,4/9/2018,Fortaleza,1400,
874,HL1148,Câmera,4,Fernanda,Rubim,9/11/2018,Fortaleza,2100,
879,HL1918,iPhone,3,Jorge,Fonseca,1/11/2018,Fortaleza,5300,
881,HL8851,Notebook,3,Milena,Almeida,1/11/2018,Fortaleza,3500,
887,HL4379,Televisão,4,Joyce,Souza,7/12/2018,Fortaleza,2500,
893,HL1148,Câmera,4,Renan,Melo,1/29/2018,Fortaleza,2100,
897,HL1918,iPhone,1,Cézar,Santos,2/14/2018,Fortaleza,5300,
898,HL1918,iPhone,2,Luiz,Xavier,5/30/2018,Fortaleza,5300,
915,HL4379,Televisão,1,Isabelle,Firmino,3/13/2018,Fortaleza,2500,
917,HL7348,SmartWatch,1,Pedro,Oliveira,11/1/2018,Fortaleza,1400,
936,HL1918,iPhone,3,Pedro,Rodrigues,6/5/2018,Fortaleza,5300,
964,HL7348,SmartWatch,5,Carlos,Azevedo,8/30/2018,Fortaleza,1400,
986,HL1148,Câmera,5,Aline,Morais,9/30/2018,Fortaleza,2100,
994,HL8851,Notebook,3,Guilherme,Vianna,7/5/2018,Fortaleza,3500,
1007,HL2714,Tablet,3,Giovana,Vilela,7/5/2018,Fortaleza,1600,
1025,HL4379,Televisão,3,Lucas,Assunção,4/19/2018,Fortaleza,2500,
1044,HL1918,iPhone,4,Rafaela,Gomes,11/8/2018,Fortaleza,5300,
1061,HL2714,Tablet,3,Pedro,Santos,9/30/2018,Fortaleza,1600,
1074,HL1918,iPhone,5,Marina,Perdomo,1/27/2018,Fortaleza,5300,
1075,HL8851,Notebook,2,Jônatas,Soares,9/22/2018,Fortaleza,3500,
1077,HL4379,Televisão,5,Giuseppe,Bhering,3/30/2018,Fortaleza,2500,
1091,HL4379,Televisão,3,Danilo,Rubim,7/16/2018,Fortaleza,2500,
1100,HL7348,SmartWatch,1,Silvio,Provenzano,5/26/2018,Fortaleza,1400,
1103,HL2714,Tablet,4,Victor,Gomes,12/4/2018,Fortaleza,1600,
1107,HL1918,iPhone,4,Jeferson,Costa,7/17/2018,Fortaleza,5300,
1115,HL1918,iPhone,3,Carlos,Barbosa,8/23/2018,Fortaleza,5300,
1126,HL9962,Android,3,Carla,Zakhm,9/3/2018,Fortaleza,3400,
1138,HL4379,Televisão,1,Gabrielle,Viríssimo,9/11/2018,Fortaleza,2500,
1153,HL1148,Câmera,1,Lucas,Neto,8/3/2018,Fortaleza,2100,
1162,HL2714,Tablet,3,Erick,Soares,7/21/2018,Fortaleza,1600,
1164,HL1148,Câmera,5,Luiz,Conceição,9/24/2018,Fortaleza,2100,
1180,HL9962,Android,3,Gabriela,Cavalcanti,5/19/2018,Fortaleza,3400,
1181,HL2714,Tablet,4,Rachel,Silva,8/4/2018,Fortaleza,1600,
1187,HL1148,Câmera,5,Joao,Silva,9/11/2018,Fortaleza,2100,
1192,HL4379,Televisão,1,Guilherme,Santos,10/7/2018,Fortaleza,2500,
1204,HL1148,Câmera,1,Gustavo,Accardo,1/19/2018,Fortaleza,2100,
1216,HL9962,Android,2,Marina,Gama,10/10/2018,Fortaleza,3400,
1221,HL2714,Tablet,4,Camille,Silva,8/29/2018,Fortaleza,1600,
1229,HL7348,SmartWatch,5,Douglas,Rodrigues,8/7/2018,Fortaleza,1400,
1238,HL1918,iPhone,4,Marcela,Medeiros,4/27/2018,Fortaleza,5300,
1242,HL9962,Android,1,Caio,Vianna,6/18/2018,Fortaleza,3400,
1249,HL2714,Tablet,5,Renan,Melo,6/26/2018,Fortaleza,1600,
1251,HL4379,Televisão,2,Jéssica,Resinente,8/22/2018,Fortaleza,2500,
1259,HL1148,Câmera,2,Wen,Santos,4/18/2018,Fortaleza,2100,
1261,HL1918,iPhone,1,João,Guadagnino,3/11/2018,Fortaleza,5300,
1270,HL1918,iPhone,4,Juliana,Goes,10/27/2018,Fortaleza,5300,
1273,HL2714,Tablet,5,João,Oliveira,1/7/2018,Fortaleza,1600,
1276,HL4379,Televisão,4,Lucas,Neto,5/1/2018,Fortaleza,2500,
1277,HL1918,iPhone,2,Ulisses,Filho,3/19/2018,Fortaleza,5300,
1284,HL9962,Android,4,Priscila,Carvalho,7/14/2018,Fortaleza,3400,
1291,HL1918,iPhone,3,Daniela,Pereira,2/9/2018,Fortaleza,5300,
1297,HL8851,Notebook,4,Antonio,Manhães,1/16/2018,Fortaleza,3500,
1315,HL2714,Tablet,3,Daniel,Terra,11/26/2018,Fortaleza,1600,
1321,HL9962,Android,3,Pedro,Lyra,3/20/2018,Fortaleza,3400,
1331,HL7348,SmartWatch,4,Fernanda,Ferreira,4/4/2018,Fortaleza,1400,
1333,HL7348,SmartWatch,3,Carolina,Santos,2/3/2018,Fortaleza,1400,
1334,HL2714,Tablet,4,Lucas,Chagas,9/24/2018,Fortaleza,1600,
1336,HL1148,Câmera,4,Clara,Bruno,7/11/2018,Fortaleza,2100,
1351,HL1918,iPhone,2,Jônatas,Soares,7/5/2018,Fortaleza,5300,
1358,HL1918,iPhone,4,João,Luz,7/13/2018,Fortaleza,5300,
1359,HL4379,Televisão,4,Camille,Silva,11/4/2018,Fortaleza,2500,
1360,HL2714,Tablet,4,Cézar,Santos,11/11/2018,Fortaleza,1600,
1362,HL9962,Android,5,Nathan,Morelli,12/11/2018,Fortaleza,3400,
1371,HL9962,Android,5,Jessica,Ferreira,7/8/2018,Fortaleza,3400,
1376,HL7348,SmartWatch,3,Larissa,Florim,3/21/2018,Fortaleza,1400,
1381,HL7348,SmartWatch,3,Sylvio,Bernhardt,1/30/2018,Fortaleza,1400,
1384,HL4379,Televisão,5,Matheus,Ramos,9/26/2018,Fortaleza,2500,
1387,HL1918,iPhone,3,Beatriz,Rocha,6/14/2018,Fortaleza,5300,
1405,HL2714,Tablet,2,Hércules,Júnior,10/15/2018,Fortaleza,1600,
1415,HL8851,Notebook,4,Beatriz,Perdomo,9/23/2018,Fortaleza,3500,
1418,HL4379,Televisão,1,Guilherme,Lima,4/22/2018,Fortaleza,2500,
1430,HL4379,Televisão,2,Milena,Alcoforado,11/10/2018,Fortaleza,2500,
1442,HL1148,Câmera,3,Rodrigo,Bruno,8/14/2018,Fortaleza,2100,
1444,HL2714,Tablet,3,Luiz,Conceição,12/7/2018,Fortaleza,1600,
1455,HL8851,Notebook,3,Vanessa,Rodrigues,7/25/2018,Fortaleza,3500,
1483,HL2714,Tablet,5,Luiza,Marques,11/2/2018,Fortaleza,1600,
1488,HL4379,Televisão,4,Eduardo,Pacheco,2/8/2018,Fortaleza,2500,
1490,HL4379,Televisão,1,Breno,Britto,1/23/2018,Fortaleza,2500,
1502,HL8851,Notebook,4,Thales,Portillo,5/10/2018,Fortaleza,3500,
1511,HL1918,iPhone,3,Marina,Cormack,9/5/2018,Fortaleza,5300,
1517,HL9962,Android,5,Bernardo,Souza,4/4/2018,Fortaleza,3400,
1528,HL1148,Câmera,3,Letícia,Araujo,10/22/2018,Fortaleza,2100,
1530,HL4379,Televisão,1,Marina,Miranda,11/26/2018,Fortaleza,2500,
1540,HL7348,SmartWatch,3,Gustavo,Accardo,9/25/2018,Fortaleza,1400,
1564,HL4379,Televisão,1,Livia,Cozendey,10/21/2018,Fortaleza,2500,
1565,HL2714,Tablet,5,Lívia,Marques,11/24/2018,Fortaleza,1600,
1580,HL8851,Notebook,1,Natalia,Accioly,1/15/2018,Fortaleza,3500,
1582,HL8851,Notebook,3,Bruna,Franco,5/28/2018,Fortaleza,3500,
1597,HL1918,iPhone,2,Lunna,Vannier,10/24/2018,Fortaleza,5300,
1601,HL1918,iPhone,4,Ana,Gonzaga,6/12/2018,Fortaleza,5300,
1602,HL7348,SmartWatch,1,Antônio,Oliveira,12/31/2018,Fortaleza,1400,
1607,HL1918,iPhone,5,Thiago,Veiga,4/23/2018,Fortaleza,5300,
1610,HL1918,iPhone,2,Eric,Neves,12/23/2018,Fortaleza,5300,
1613,HL1148,Câmera,3,Gabriel,Thoni,4/8/2018,Fortaleza,2100,
1616,HL4379,Televisão,2,Fernanda,Figueiredo,9/11/2018,Fortaleza,2500,
1630,HL4379,Televisão,3,Karine,Barros,6/3/2018,Fortaleza,2500,
1638,HL1918,iPhone,3,Maria,Costa,12/10/2018,Fortaleza,5300,
1639,HL4379,Televisão,2,Matheus,Afonso,9/2/2018,Fortaleza,2500,
1652,HL1918,iPhone,5,Natalia,Accioly,10/25/2018,Fortaleza,5300,
1653,HL8851,Notebook,2,Thales,Portillo,4/16/2018,Fortaleza,3500,
1667,HL4379,Televisão,1,Michelle,Miura,11/16/2018,Fortaleza,2500,
1670,HL4379,Televisão,5,Wendela,Veloso,9/16/2018,Fortaleza,2500,
1674,HL1918,iPhone,1,Bruno,Salomão,5/10/2018,Fortaleza,5300,
1676,HL8851,Notebook,3,Rafaela,Rodrigues,4/9/2018,Fortaleza,3500,
1684,HL4379,Televisão,4,Caroll,Johnson,10/3/2018,Fortaleza,2500,
1695,HL8851,Notebook,2,Raphael,Machado,10/25/2018,Fortaleza,3500,
1698,HL2714,Tablet,5,Antonio,Manhães,6/17/2018,Fortaleza,1600,
1700,HL4379,Televisão,2,Pedro,Oliveira,9/4/2018,Fortaleza,2500,
1705,HL7348,SmartWatch,3,Wilson,Farias,2/20/2018,Fortaleza,1400,
1706,HL1918,iPhone,2,Ana,Gonzaga,7/12/2018,Fortaleza,5300,
1709,HL7348,SmartWatch,2,Livia,Codeceira,10/24/2018,Fortaleza,1400,
1710,HL7348,SmartWatch,2,Chan,Santos,1/3/2018,Fortaleza,1400,
1718,HL1148,Câmera,3,Gabriel,Azevedo,5/23/2018,Fortaleza,2100,
1719,HL9962,Android,2,Raphael,Coelho,1/8/2018,Fortaleza,3400,
1720,HL2714,Tablet,1,Beatriz,Cavalcanti,10/31/2018,Fortaleza,1600,
1722,HL4379,Televisão,2,Beatriz,Silva,7/12/2018,Fortaleza,2500,
1723,HL8851,Notebook,2,Lucas,Reis,1/11/2018,Fortaleza,3500,
1740,HL8851,Notebook,5,Matheus,Silva,9/4/2018,Fortaleza,3500,
1759,HL1918,iPhone,5,Lucas,Freire,1/17/2018,Fortaleza,5300,
1771,HL4379,Televisão,1,Mateus,Polastri,5/12/2018,Fortaleza,2500,
1774,HL1918,iPhone,3,Mariana,Barrozo,5/30/2018,Fortaleza,5300,
1777,HL2714,Tablet,1,Marina,Perdomo,11/4/2018,Fortaleza,1600,
1784,HL9962,Android,2,Pedro,Cardoso,12/13/2018,Fortaleza,3400,
1789,HL9962,Android,1,Mateus,Polastri,9/8/2018,Fortaleza,3400,
1804,HL4379,Televisão,3,Alon,Palmeira,2/14/2018,Fortaleza,2500,
1812,HL4379,Televisão,3,Bianca,Procaci,8/18/2018,Fortaleza,2500,
1818,HL1918,iPhone,5,Raísa,Berto,7/21/2018,Fortaleza,5300,
1841,HL4379,Televisão,4,Nicolas,Monteiro,1/6/2018,Fortaleza,2500,
1843,HL8851,Notebook,1,Gabriel,Puntel,9/19/2018,Fortaleza,3500,
1845,HL1918,iPhone,4,Bianca,Piero,9/11/2018,Fortaleza,5300,
1860,HL1918,iPhone,2,Fernanda,Coutinho,12/5/2018,Fortaleza,5300,
1865,HL7348,SmartWatch,1,Julia,Penteado,5/3/2018,Fortaleza,1400,
1872,HL1148,Câmera,2,Thomáz,Rodriguez,8/21/2018,Fortaleza,2100,
1891,HL1148,Câmera,3,Victor,Firmino,1/24/2018,Fortaleza,2100,
1896,HL9962,Android,3,Anna,Figueiredo,4/13/2018,Fortaleza,3400,
1904,HL1918,iPhone,5,Thomaz,Ferreira,2/3/2018,Fortaleza,5300,
1906,HL8851,Notebook,2,Chan,Santos,1/17/2018,Fortaleza,3500,
1922,HL4379,Televisão,2,Giselia,Thiele,3/30/2018,Fortaleza,2500,
1954,HL4379,Televisão,2,Izabel,Miura,4/13/2018,Fortaleza,2500,
1956,HL8851,Notebook,4,Mateus,Maia,8/3/2018,Fortaleza,3500,
1961,HL4379,Televisão,2,Matheus,Santos,10/3/2018,Fortaleza,2500,
1962,HL1918,iPhone,1,Arthur,Portela,8/15/2018,Fortaleza,5300,
1971,HL1918,iPhone,2,Rebeca,Reis,10/14/2018,Fortaleza,5300,
1989,HL1918,iPhone,1,Julie,Ferreira,2/4/2018,Fortaleza,5300,
1990,HL1918,iPhone,3,Julia,Figueiredo,4/26/2018,Fortaleza,5300,
1995,HL1918,iPhone,1,Hércules,Moreira,10/22/2018,Fortaleza,5300,
1997,HL9962,Android,3,Victor,Gomes,6/5/2018,Fortaleza,3400,
2020,HL4379,Televisão,3,Miguel,Carneiro,11/3/2018,Fortaleza,2500,
2021,HL8851,Notebook,3,Caroline,Aquino,9/3/2018,Fortaleza,3500,
2035,HL1148,Câmera,2,Bruna,Rosa,1/18/2018,Fortaleza,2100,
2045,HL8851,Notebook,3,Jeferson,Costa,10/16/2018,Fortaleza,3500,
2055,HL9962,Android,1,Rafaela,Gomes,6/12/2018,Fortaleza,3400,
2076,HL7348,SmartWatch,2,Mariana,Freire,10/15/2018,Fortaleza,1400,
2083,HL1148,Câmera,1,Ives,Teixeira,2/5/2018,Fortaleza,2100,
2101,HL9962,Android,5,Natalia,Marinho,11/16/2018,Fortaleza,3400,
2118,HL4379,Televisão,3,Ana,Leite,1/6/2018,Fortaleza,2500,
2123,HL9962,Android,5,Marina,Cormack,6/27/2018,Fortaleza,3400,
2132,HL1918,iPhone,5,Maria,Correa,8/11/2018,Fortaleza,5300,
2149,HL7348,SmartWatch,2,Joyce,Souza,9/30/2018,Fortaleza,1400,
2175,HL8851,Notebook,2,Diogo,Ressurreição,12/25/2018,Fortaleza,3500,
2176,HL8851,Notebook,3,Thales,Santos,12/26/2018,Fortaleza,3500,
2185,HL8851,Notebook,1,Carolina,Siqueira,2/16/2018,Fortaleza,3500,
2190,HL2714,Tablet,2,Breno,Varella,8/30/2018,Fortaleza,1600,
2193,HL1148,Câmera,5,Adrielle,Forte,7/3/2018,Fortaleza,2100,
2194,HL1918,iPhone,5,Rafael,Guimarães,12/21/2018,Fortaleza,5300,
2210,HL1918,iPhone,5,Sandy,Figueiredo,3/24/2018,Fortaleza,5300,
2211,HL1148,Câmera,1,Ana,Almeida,6/25/2018,Fortaleza,2100,
2212,HL8851,Notebook,2,Juliana,Hollander,7/31/2018,Fortaleza,3500,
2215,HL8851,Notebook,1,Lucas,Neto,6/12/2018,Fortaleza,3500,
2216,HL4379,Televisão,5,Rogério,Gentile,10/21/2018,Fortaleza,2500,
2222,HL1918,iPhone,1,Bruno,Souza,12/22/2018,Fortaleza,5300,
2240,HL4379,Televisão,1,Marianna,Pestana,5/7/2018,Fortaleza,2500,
2243,HL4379,Televisão,2,Ramon,Araujo,8/11/2018,Fortaleza,2500,
2251,HL4379,Televisão,5,Joyce,Souza,4/23/2018,Fortaleza,2500,
2252,HL1918,iPhone,2,Wilson,Meirelles,9/21/2018,Fortaleza,5300,
2261,HL1918,iPhone,5,Anderson,Barreto,6/22/2018,Fortaleza,5300,
2270,HL1918,iPhone,2,Guilherme,Monteiro,2/19/2018,Fortaleza,5300,
2273,HL1918,iPhone,4,Lucas,Costa,1/5/2018,Fortaleza,5300,
2293,HL1918,iPhone,5,Renan,Freire,11/6/2018,Fortaleza,5300,
2294,HL1148,Câmera,2,Paola,Abreu,5/8/2018,Fortaleza,2100,
2301,HL8851,Notebook,3,Bruna,Franco,5/12/2018,Fortaleza,3500,
2305,HL1918,iPhone,5,Gustavo,Guimarães,9/9/2018,Fortaleza,5300,
2320,HL9962,Android,1,Marcelo,Borges,6/21/2018,Fortaleza,3400,
2325,HL1148,Câmera,1,Samara,Pinto,3/24/2018,Fortaleza,2100,
2327,HL4379,Televisão,4,Julia,Penteado,6/20/2018,Fortaleza,2500,
2340,HL1918,iPhone,1,Rodrigo,Mendes,1/7/2018,Fortaleza,5300,
2342,HL1918,iPhone,3,Fernanda,Silva,5/13/2018,Fortaleza,5300,
2344,HL4379,Televisão,1,Rogério,Gentile,9/7/2018,Fortaleza,2500,
2347,HL1148,Câmera,1,Ana,Silva,8/26/2018,Fortaleza,2100,
2348,HL1918,iPhone,2,Rebeca,Reis,9/28/2018,Fortaleza,5300,
2350,HL9962,Android,5,Bernardo,Ribeiro,2/9/2018,Fortaleza,3400,
2355,HL1918,iPhone,4,Monique,Vasconcelos,4/15/2018,Fortaleza,5300,
2366,HL1148,Câmera,5,Letícia,Araujo,2/24/2018,Fortaleza,2100,
2373,HL1918,iPhone,1,Rodrigo,Souza,8/24/2018,Fortaleza,5300,
2374,HL1918,iPhone,2,Vittorio,Freitas,10/15/2018,Fortaleza,5300,
2380,HL1918,iPhone,2,Gabriel,Silva,6/7/2018,Fortaleza,5300,
2382,HL8851,Notebook,2,Livia,Codeceira,8/28/2018,Fortaleza,3500,
2388,HL4379,Televisão,4,Raíssa,Oliveira,10/11/2018,Fortaleza,2500,
2404,HL8851,Notebook,3,Gabriel,Rocha,2/20/2018,Fortaleza,3500,
2414,HL2714,Tablet,3,Gabriel,Ribeiro,6/6/2018,Fortaleza,1600,
2415,HL2714,Tablet,4,Raíssa,Nimer,5/21/2018,Fortaleza,1600,
2416,HL4379,Televisão,3,Lais,Candido,10/30/2018,Fortaleza,2500,
2430,HL2714,Tablet,2,Eduardo,Lopes,11/13/2018,Fortaleza,1600,
2432,HL7348,SmartWatch,5,Gabriel,Azevedo,11/6/2018,Fortaleza,1400,
2433,HL4379,Televisão,2,Anderson,Cavalcanti,6/13/2018,Fortaleza,2500,
2435,HL4379,Televisão,5,Khaio,Mesquita,8/4/2018,Fortaleza,2500,
